,,,,,Personnes déplacées internes,,,,,Personnes retournées de RCA (Ex-PDI),,,,,Personnes retournées en provenance d'autre pays,,,,,source d'information (Nbre),Qualité de la données,,,
_ADM1_NAME,_ADM2_NAME,_ADM3_NAME,_V_CODE,_Village,idps,hh_idp,ind_idp,abris_pdi_site,abris_pdi_hors_site,retournes,hh_ret_rca,ind_ret_rca,abris_ret_site,abris_ret_hors_site,retournes_etrangers,hh_ret_oth,ind_ret_oth,abris_reto_site,abris_reto_hors_site,Nbre_Informateurs_cles,coherence_informateurs,coherence_observation,existence_preuves,perception_enumerateur
Mbomou,Rafai,Rafaï,CF6241_SEL_0004,SELIME 3,oui,187,846,0,187,non,0,0,0,0,oui,6,21,0,6,3,oui_majorite,oui_majorite,en_partie,acceptable
Mbomou,Rafai,Rafaï,CF6241_SIE_0001,SIEUR,non,0,0,0,0,non,0,0,0,0,oui,6,24,0,6,3,oui_majorite,oui_majorite,oui_majorite,acceptable
Mbomou,Rafai,Rafaï,CF6241_SUL_0001,SULTAN,oui,42,141,0,42,non,0,0,0,0,non,0,0,0,0,3,oui_majorite,oui_majorite,oui_majorite,acceptable
Mbomou,Rafai,Rafaï,CF6241_TAN_0001,TANGBI,oui,148,599,0,148,oui,1,3,0,1,non,0,0,0,0,3,oui_majorite,oui_majorite,oui_majorite,acceptable
Mbomou,Rafai,Rafaï,CF6241_ZON_0001,ZONGBA 1,oui,34,171,0,34,oui,50,247,0,50,non,0,0,0,0,3,oui_majorite,oui_majorite,oui_majorite,acceptable
Mbomou,Rafai,Rafaï,CF6241_ZON_0002,ZONGBA 2,oui,11,32,0,11,non,0,0,0,0,non,0,0,0,0,3,oui_majorite,oui_majorite,oui_majorite,moyen
Nana-Gribizi,Kaga-Bandoro,Botto,CF4212_BAM_0000,BAMATARA,non,0,0,0,0,oui,147,735,0,147,non,0,0,0,0,3,oui_majorite,oui_majorite,oui_majorite,eleve
Nana-Gribizi,Kaga-Bandoro,Botto,CF4212_BOG_0000,BOGUENE,non,0,0,0,0,oui,47,235,0,47,non,0,0,0,0,3,oui_majorite,oui_majorite,oui_majorite,eleve
Nana-Gribizi,Kaga-Bandoro,Botto,CF4212_BOL_0000,BOLAFEI,non,0,0,0,0,oui,39,195,0,39,non,0,0,0,0,3,en_partie,en_partie,pas_du_tout,bas
Nana-Gribizi,Kaga-Bandoro,Botto,CF4212_BOT_0000,BOTOKON,non,0,0,0,0,oui,271,1355,0,271,non,0,0,0,0,3,oui_majorite,oui_majorite,oui_majorite,eleve
Nana-Gribizi,Kaga-Bandoro,Botto,CF4212_BOT_0004,BOTOKON 2,non,0,0,0,0,oui,175,875,0,175,non,0,0,0,0,3,oui_majorite,oui_majorite,oui_majorite,eleve
Nana-Gribizi,Kaga-Bandoro,Botto,CF4212_BOT_0001,BOTTO 1,non,0,0,0,0,oui,125,615,0,125,non,0,0,0,0,3,oui_majorite,oui_majorite,oui_majorite,eleve
Nana-Gribizi,Kaga-Bandoro,Botto,CF4212_BOT_0002,BOTTO 2,non,0,0,0,0,oui,95,352,0,95,non,0,0,0,0,3,en_partie,en_partie,pas_du_tout,acceptable
Nana-Gribizi,Kaga-Bandoro,Botto,CF4212_BOT_0003,BOTTO 3,non,0,0,0,0,oui,84,420,0,84,non,0,0,0,0,3,oui_toutes,oui_majorite,oui_majorite,moyen
Nana-Gribizi,Kaga-Bandoro,Botto,CF4212_BOT_0005,BOTTO 4,non,0,0,0,0,oui,50,250,0,50,non,0,0,0,0,4,oui_majorite,oui_majorite,oui_majorite,eleve
Nana-Gribizi,Kaga-Bandoro,Botto,CF4212_DOU_0001,DOUKOUMBE 1,non,0,0,0,0,oui,142,660,0,142,non,0,0,0,0,3,oui_toutes,oui_toutes,oui_toutes,tres_eleve
Nana-Gribizi,Kaga-Bandoro,Botto,CF4212_DOU_0002,DOUKOUMBE 2,non,0,0,0,0,oui,160,696,0,160,non,0,0,0,0,3,oui_majorite,oui_majorite,oui_majorite,eleve
Nana-Gribizi,Kaga-Bandoro,Botto,CF4212_DOU_0003,DOUKOUMBE 3,non,0,0,0,0,oui,100,500,0,100,non,0,0,0,0,5,oui_majorite,oui_majorite,oui_majorite,moyen
Nana-Gribizi,Kaga-Bandoro,Botto,CF4212_DOU_0004,DOUKOUMBE 4,non,0,0,0,0,oui,140,700,0,140,non,0,0,0,0,3,oui_majorite,en_partie,en_partie,moyen
Nana-Gribizi,Kaga-Bandoro,Botto,CF4212_DOU_0005,DOUKOUMBE 5,non,0,0,0,0,oui,130,650,0,130,non,0,0,0,0,3,pas_du_tout,oui_toutes,oui_majorite,tres_eleve
Nana-Gribizi,Kaga-Bandoro,Botto,CF4212_FAH_0001,FAH-PILOTE,non,0,0,0,0,oui,135,615,0,135,non,0,0,0,0,3,en_partie,en_partie,en_partie,eleve
Nana-Gribizi,Kaga-Bandoro,Botto,CF4212_FAH_0002,FAH-VILLAGE,non,0,0,0,0,oui,160,784,0,160,non,0,0,0,0,3,oui_majorite,oui_majorite,oui_toutes,eleve
Nana-Gribizi,Kaga-Bandoro,Botto,CF4212_KOU_0000,KOUDOUWESSE,non,0,0,0,0,oui,48,240,0,48,non,0,0,0,0,3,oui_majorite,oui_toutes,oui_majorite,eleve
Nana-Gribizi,Kaga-Bandoro,Botto,CF4212_KOU_0001,KOUDOUWESSE 2,non,0,0,0,0,oui,95,475,0,95,non,0,0,0,0,3,en_partie,en_partie,pas_du_tout,acceptable
Nana-Gribizi,Kaga-Bandoro,Botto,CF4212_MBA_0000,MBA,non,0,0,0,0,oui,31,124,0,31,non,0,0,0,0,3,oui_majorite,en_partie,oui_majorite,moyen
Nana-Gribizi,Kaga-Bandoro,Botto,CF4212_MET_0001,METEFARA,non,0,0,0,0,oui,48,240,0,48,non,0,0,0,0,4,oui_majorite,oui_majorite,oui_majorite,eleve
Nana-Gribizi,Kaga-Bandoro,Botto,CF4212_MOU_0000,MOUSCOU,non,0,0,0,0,oui,74,638,0,74,non,0,0,0,0,3,en_partie,en_partie,pas_du_tout,bas
Nana-Gribizi,Kaga-Bandoro,Botto,CF4212_NGO_0004,NGOUAKA 1,non,0,0,0,0,oui,122,610,0,122,non,0,0,0,0,3,oui_toutes,oui_toutes,oui_toutes,tres_eleve
Nana-Gribizi,Kaga-Bandoro,Botto,CF4212_NGO_0005,NGOUAKA 2,non,0,0,0,0,oui,154,770,0,154,non,0,0,0,0,3,oui_majorite,oui_majorite,oui_majorite,eleve
Nana-Gribizi,Kaga-Bandoro,Botto,CF4212_NGO_0001,NGOULEKPA 1,non,0,0,0,0,oui,152,760,0,152,non,0,0,0,0,3,oui_toutes,oui_toutes,oui_toutes,tres_eleve
Nana-Gribizi,Kaga-Bandoro,Botto,CF4212_NGO_0002,NGOULEKPA 2,non,0,0,0,0,oui,121,585,0,121,non,0,0,0,0,3,oui_toutes,oui_toutes,oui_toutes,tres_eleve
Nana-Gribizi,Kaga-Bandoro,Botto,CF4212_NGO_0003,NGOULEKPA 3,non,0,0,0,0,oui,175,875,0,175,non,0,0,0,0,3,oui_toutes,oui_toutes,oui_toutes,tres_eleve
Nana-Gribizi,Kaga-Bandoro,Grivaï-Pamia,CF4214_BAN_0001,BANGA 1,non,0,0,0,0,oui,27,136,0,27,non,0,0,0,0,4,oui_majorite,oui_majorite,oui_toutes,eleve
Nana-Gribizi,Kaga-Bandoro,Grivaï-Pamia,CF4214_BAN_0002,BANGA 2,non,0,0,0,0,oui,138,617,0,138,non,0,0,0,0,3,oui_majorite,en_partie,oui_majorite,moyen
Nana-Gribizi,Kaga-Bandoro,Grivaï-Pamia,CF4214_BOU_0001,BOUBOU 1,non,0,0,0,0,oui,34,170,0,34,non,0,0,0,0,3,oui_majorite,oui_majorite,oui_majorite,eleve
Nana-Gribizi,Kaga-Bandoro,Grivaï-Pamia,CF4214_BOU_0002,BOUBOU 2,non,0,0,0,0,oui,34,180,0,34,non,0,0,0,0,3,oui_majorite,oui_majorite,oui_majorite,eleve
Nana-Gribizi,Kaga-Bandoro,Grivaï-Pamia,CF4214_GBA_0001,GBAKOU YABROU,oui,5,25,0,5,oui,32,160,0,32,non,0,0,0,0,4,oui_majorite,oui_toutes,pas_du_tout,eleve
Nana-Gribizi,Kaga-Bandoro,Grivaï-Pamia,CF4214_GBA_0002,GBAKOUMANGO,oui,6,30,0,6,oui,76,504,0,76,non,0,0,0,0,5,oui_majorite,oui_majorite,oui_toutes,eleve
Nana-Gribizi,Kaga-Bandoro,Grivaï-Pamia,CF4214_GBA_0003,GBANGA,non,0,0,0,0,oui,91,458,0,91,non,0,0,0,0,3,oui_majorite,oui_majorite,oui_majorite,eleve
Nana-Gribizi,Kaga-Bandoro,Grivaï-Pamia,CF4214_GOD_0001,GODO 1,non,0,0,0,0,oui,243,909,0,243,non,0,0,0,0,3,oui_majorite,en_partie,en_partie,moyen
Nana-Gribizi,Kaga-Bandoro,Grivaï-Pamia,CF4214_GOD_0002,GODO 2,non,0,0,0,0,oui,274,1414,0,274,non,0,0,0,0,3,oui_majorite,oui_majorite,oui_majorite,eleve
Nana-Gribizi,Kaga-Bandoro,Grivaï-Pamia,CF4214_GRE_0001,GREVAI 1,non,0,0,0,0,oui,123,864,0,123,non,0,0,0,0,4,oui_toutes,oui_majorite,oui_majorite,eleve
Nana-Gribizi,Kaga-Bandoro,Grivaï-Pamia,CF4214_GRE_0002,GREVAI 2,oui,6,30,0,6,oui,34,164,0,34,non,0,0,0,0,3,oui_majorite,oui_majorite,oui_toutes,eleve
Nana-Gribizi,Kaga-Bandoro,Grivaï-Pamia,CF4214_GRE_0003,GREVAI 3,oui,3,15,0,3,oui,130,650,0,130,non,0,0,0,0,3,oui_majorite,oui_majorite,oui_majorite,eleve
Nana-Gribizi,Kaga-Bandoro,Grivaï-Pamia,CF4214_GRE_0004,GREVAI 4,non,0,0,0,0,oui,174,685,0,174,non,0,0,0,0,3,oui_majorite,oui_majorite,oui_majorite,eleve
Nana-Gribizi,Kaga-Bandoro,Grivaï-Pamia,CF4214_GRE_0005,GREVAI 5,oui,5,22,0,5,oui,126,630,0,126,non,0,0,0,0,4,oui_majorite,oui_majorite,oui_toutes,eleve
Nana-Gribizi,Kaga-Bandoro,Grivaï-Pamia,CF4214_GRE_0006,GREVAI 6,non,0,0,0,0,oui,119,595,0,119,non,0,0,0,0,3,oui_majorite,oui_majorite,oui_majorite,eleve
Nana-Gribizi,Kaga-Bandoro,Grivaï-Pamia,CF4214_KAB_0000,KABA,oui,74,291,74,0,oui,127,621,0,127,non,0,0,0,0,3,oui_majorite,oui_majorite,oui_toutes,moyen
Nana-Gribizi,Kaga-Bandoro,Grivaï-Pamia,CF4214_KIN_0000,KINDILINGOU,non,0,0,0,0,oui,84,420,0,84,non,0,0,0,0,3,oui_majorite,oui_majorite,oui_toutes,eleve
Nana-Gribizi,Kaga-Bandoro,Grivaï-Pamia,CF4214_KOT_0001,KOTAMALE (GOUYA),oui,5,25,0,5,oui,350,1750,0,350,oui,1,5,0,1,3,oui_majorite,oui_majorite,oui_majorite,tres_eleve
Nana-Gribizi,Kaga-Bandoro,Grivaï-Pamia,CF4214_NGO_0001,NGOUGAZA,non,0,0,0,0,oui,75,355,0,75,non,0,0,0,0,3,oui_majorite,oui_majorite,oui_toutes,eleve
Nana-Gribizi,Kaga-Bandoro,Grivaï-Pamia,CF4214_NGO_0003,NGOUMBE,oui,3,15,0,3,oui,20,100,0,20,non,0,0,0,0,3,oui_majorite,oui_majorite,oui_majorite,eleve
Nana-Gribizi,Kaga-Bandoro,Grivaï-Pamia,CF4214_NGO_0002,NGOUZENDE,oui,4,20,0,4,non,0,0,0,0,non,0,0,0,0,3,oui_majorite,oui_toutes,pas_du_tout,tres_eleve
Nana-Gribizi,Kaga-Bandoro,Grivaï-Pamia,CF4214_SIN_0001,SINDI 1,non,0,0,0,0,oui,22,110,0,22,non,0,0,0,0,3,oui_majorite,oui_majorite,oui_toutes,eleve
Nana-Gribizi,Kaga-Bandoro,Grivaï-Pamia,CF4214_SIN_0002,SINDI 2,non,0,0,0,0,oui,26,130,0,26,non,0,0,0,0,3,oui_majorite,oui_majorite,oui_toutes,eleve
Nana-Gribizi,Kaga-Bandoro,Grivaï-Pamia,CF4214_SIN_0003,SINDI 3,non,0,0,0,0,oui,44,115,0,44,non,0,0,0,0,3,oui_majorite,oui_toutes,oui_toutes,eleve
Nana-Gribizi,Kaga-Bandoro,Grivaï-Pamia,CF4214_YAN_0001,YANGOUMBANDA 1,oui,10,50,0,10,oui,106,535,0,106,non,0,0,0,0,3,oui_majorite,oui_majorite,oui_majorite,eleve
Nana-Gribizi,Kaga-Bandoro,Grivaï-Pamia,CF4214_YAN_0002,YANGOUMBANDA 2,non,0,0,0,0,oui,66,330,0,66,non,0,0,0,0,3,oui_toutes,oui_toutes,oui_toutes,eleve
Nana-Gribizi,Kaga-Bandoro,Grivaï-Pamia,CF4214_YAN_0003,YANGOUMBANDA 3,oui,3,15,0,3,oui,32,160,0,32,non,0,0,0,0,3,oui_majorite,oui_toutes,oui_majorite,eleve
Nana-Gribizi,Kaga-Bandoro,Grivaï-Pamia,CF4214_ZIN_0000,ZINDI,oui,2,10,0,2,oui,80,400,0,80,non,0,0,0,0,3,oui_majorite,oui_majorite,oui_toutes,eleve
Nana-Gribizi,Kaga-Bandoro,Kaga-Bandoro,CF4211_ABA_0000,ABAKAR (HAOUSSA),oui,302,1810,0,302,oui,135,785,0,135,oui,93,515,90,3,3,en_partie,en_partie,pas_du_tout,acceptable
Nana-Gribizi,Kaga-Bandoro,Kaga-Bandoro,CF4211_ABD_0000,ABDALLAH,oui,303,1815,0,303,oui,56,230,0,56,oui,35,105,0,35,3,en_partie,en_partie,pas_du_tout,acceptable
Nana-Gribizi,Kaga-Bandoro,Kaga-Bandoro,CF4211_ADD_0000,ADDY,oui,200,1200,0,200,oui,120,720,0,120,non,0,0,0,0,3,en_partie,en_partie,pas_du_tout,acceptable
Nana-Gribizi,Kaga-Bandoro,Kaga-Bandoro,CF4211_BAI_0001,BAIPO 1,oui,9,45,0,9,oui,30,197,0,30,oui,1,5,0,1,3,oui_majorite,oui_majorite,oui_majorite,eleve
Nana-Gribizi,Kaga-Bandoro,Kaga-Bandoro,CF4211_BAI_0002,BAIPO 2,oui,7,35,0,7,oui,10,50,0,10,non,0,0,0,0,3,oui_majorite,oui_majorite,oui_majorite,eleve
Nana-Gribizi,Kaga-Bandoro,Kaga-Bandoro,CF4211_BAI_0000,BAIPO 3,non,0,0,0,0,oui,81,405,0,81,non,0,0,0,0,3,oui_majorite,oui_majorite,oui_majorite,eleve
Nana-Gribizi,Kaga-Bandoro,Kaga-Bandoro,CF4211_BAK_0000,BAKOUTE,non,0,0,0,0,oui,92,460,0,92,non,0,0,0,0,3,en_partie,en_partie,pas_du_tout,acceptable
Nana-Gribizi,Kaga-Bandoro,Kaga-Bandoro,CF4211_BAM_0000,BAMOU,non,0,0,0,0,oui,77,385,0,77,non,0,0,0,0,3,oui_majorite,en_partie,en_partie,moyen
Nana-Gribizi,Kaga-Bandoro,Kaga-Bandoro,CF4211_BEB_0001,BEBE 1,oui,6,30,0,6,oui,245,1225,0,245,non,0,0,0,0,3,oui_majorite,oui_majorite,oui_toutes,eleve
Nana-Gribizi,Kaga-Bandoro,Kaga-Bandoro,CF4211_BEB_0002,BEBE 2,oui,4,20,0,4,oui,207,1035,0,207,non,0,0,0,0,3,oui_toutes,oui_majorite,oui_majorite,eleve
Nana-Gribizi,Kaga-Bandoro,Kaga-Bandoro,CF4211_BIS_0000,BISSINGALE,oui,5,15,0,5,oui,253,1059,0,253,non,0,0,0,0,3,en_partie,en_partie,pas_du_tout,acceptable
Nana-Gribizi,Kaga-Bandoro,Kaga-Bandoro,CF4211_BOB_0000,BOBARA,oui,10,42,0,10,oui,22,182,0,22,non,0,0,0,0,3,oui_majorite,oui_majorite,oui_majorite,moyen
Nana-Gribizi,Kaga-Bandoro,Kaga-Bandoro,CF4211_BOD_0000,BODOLO,non,0,0,0,0,oui,21,105,0,21,non,0,0,0,0,4,oui_majorite,oui_majorite,oui_majorite,eleve
Nana-Gribizi,Kaga-Bandoro,Kaga-Bandoro,CF4211_BOK_0000,BOKADA,non,0,0,0,0,oui,33,150,0,33,non,0,0,0,0,3,oui_majorite,en_partie,en_partie,moyen
Nana-Gribizi,Kaga-Bandoro,Kaga-Bandoro,CF4211_CAM_0000,CAMP FLEUR,oui,284,1420,0,284,oui,14,70,0,14,oui,70,350,70,0,3,en_partie,en_partie,pas_du_tout,acceptable
Nana-Gribizi,Kaga-Bandoro,Kaga-Bandoro,CF4211_CHU_0000,CHUTTES NANA,non,0,0,0,0,non,0,0,0,0,non,0,0,0,0,3,oui_majorite,oui_toutes,oui_toutes,eleve
Nana-Gribizi,Kaga-Bandoro,Kaga-Bandoro,CF4211_CIT_0000,CITE BAGAZA,non,0,0,0,0,oui,64,370,0,64,non,0,0,0,0,3,oui_toutes,oui_majorite,oui_majorite,moyen
Nana-Gribizi,Kaga-Bandoro,Kaga-Bandoro,CF4211_DAM_0001,DAMBE,non,0,0,0,0,oui,95,950,0,95,non,0,0,0,0,3,oui_toutes,oui_toutes,oui_toutes,tres_eleve
Nana-Gribizi,Kaga-Bandoro,Kaga-Bandoro,CF4211_GAN_0000,GANAMA,oui,105,447,0,105,oui,50,273,0,50,oui,11,44,11,0,3,oui_majorite,oui_toutes,oui_majorite,tres_eleve
Nana-Gribizi,Kaga-Bandoro,Kaga-Bandoro,CF4211_GBA_0001,GBAGA-OUNDE,non,0,0,0,0,oui,14,70,0,14,non,0,0,0,0,3,en_partie,oui_majorite,oui_majorite,eleve
Nana-Gribizi,Kaga-Bandoro,Kaga-Bandoro,CF4211_GBA_0000,GBAYA,oui,102,510,0,102,oui,13,65,0,13,non,0,0,0,0,3,oui_majorite,oui_majorite,oui_majorite,moyen
Nana-Gribizi,Kaga-Bandoro,Kaga-Bandoro,CF4211_GOB_0001,GOBONGO 1,oui,14,70,0,14,oui,172,860,0,172,non,0,0,0,0,3,oui_majorite,oui_majorite,oui_toutes,eleve
Nana-Gribizi,Kaga-Bandoro,Kaga-Bandoro,CF4211_GOB_0002,GOBONGO 2,oui,30,150,0,30,oui,35,175,0,35,non,0,0,0,0,3,en_partie,en_partie,pas_du_tout,moyen
Nana-Gribizi,Kaga-Bandoro,Kaga-Bandoro,CF4211_GOB_0000,GOBONGO 3,oui,16,54,0,16,oui,74,370,0,74,non,0,0,0,0,3,oui_majorite,en_partie,en_partie,moyen
Nana-Gribizi,Kaga-Bandoro,Kaga-Bandoro,CF4221_GRI_0002,GRIBINGUI 2,non,0,0,0,0,oui,92,452,0,92,non,0,0,0,0,3,oui_majorite,en_partie,oui_majorite,eleve
Nana-Gribizi,Kaga-Bandoro,Kaga-Bandoro,CF4211_KAN_0000,KANDIMARA,oui,9,45,0,9,oui,25,125,0,25,non,0,0,0,0,3,oui_majorite,oui_toutes,oui_majorite,eleve
Nana-Gribizi,Kaga-Bandoro,Kaga-Bandoro,CF4211_KOK_0000,KOKOROTA,oui,3043,12442,3043,0,oui,167,705,0,167,non,0,0,0,0,3,oui_majorite,en_partie,en_partie,moyen
Nana-Gribizi,Kaga-Bandoro,Kaga-Bandoro,CF4211_KPO_0000,KPOKPO 3,non,0,0,0,0,oui,54,305,0,54,non,0,0,0,0,3,oui_majorite,oui_majorite,oui_majorite,eleve
Nana-Gribizi,Kaga-Bandoro,Kaga-Bandoro,CF4211_KPO_0002,KPOPO 2,oui,71,355,0,71,oui,76,392,0,76,non,0,0,0,0,3,oui_majorite,oui_majorite,oui_majorite,eleve
Nana-Gribizi,Kaga-Bandoro,Kaga-Bandoro,CF4211_LAZ_0000,LAZARE,oui,1987,7795,1987,0,non,0,0,0,0,non,0,0,0,0,3,oui_majorite,oui_majorite,oui_majorite,moyen
Nana-Gribizi,Kaga-Bandoro,Kaga-Bandoro,CF4211_MBE_0000,MBELLA,oui,485,1012,485,0,non,0,0,0,0,non,0,0,0,0,3,oui_majorite,en_partie,oui_majorite,eleve
Nana-Gribizi,Kaga-Bandoro,Kaga-Bandoro,CF4211_MBR_0002,MBRES 2,non,0,0,0,0,oui,40,200,0,40,non,0,0,0,0,3,oui_majorite,oui_majorite,oui_majorite,eleve
Nana-Gribizi,Kaga-Bandoro,Kaga-Bandoro,CF4211_MBR_0001,MBROUA 1,oui,6,30,0,6,oui,112,581,0,112,non,0,0,0,0,3,oui_majorite,oui_majorite,oui_majorite,acceptable
Nana-Gribizi,Kaga-Bandoro,Kaga-Bandoro,CF4211_MBR_0000,MBROUA 2,non,0,0,0,0,oui,37,185,0,37,non,0,0,0,0,3,oui_toutes,oui_majorite,oui_toutes,eleve
Nana-Gribizi,Kaga-Bandoro,Kaga-Bandoro,CF4211_MIS_0001,MISSION CATHOLIQUE 1,oui,7,35,0,7,oui,92,460,0,92,non,0,0,0,0,3,en_partie,en_partie,pas_du_tout,acceptable
Nana-Gribizi,Kaga-Bandoro,Kaga-Bandoro,CF4211_MIS_0002,MISSION CATHOLIQUE 2,non,0,0,0,0,oui,200,1200,0,200,non,0,0,0,0,3,oui_majorite,pas_du_tout,oui_majorite,eleve
Nana-Gribizi,Kaga-Bandoro,Kaga-Bandoro,CF4211_NDE_0000,NDEMAYO,non,0,0,0,0,oui,123,615,0,123,non,0,0,0,0,3,pas_du_tout,pas_du_tout,pas_du_tout,eleve
Nana-Gribizi,Kaga-Bandoro,Kaga-Bandoro,CF4211_NOU_0000,NOUVELLE BASE,non,0,0,0,0,oui,112,560,0,112,non,0,0,0,0,3,oui_majorite,oui_majorite,oui_majorite,eleve
Nana-Gribizi,Kaga-Bandoro,Kaga-Bandoro,CF4211_ODJ_0001,ODJO ,non,0,0,0,0,oui,63,315,0,63,non,0,0,0,0,3,oui_majorite,oui_majorite,oui_majorite,eleve
Nana-Gribizi,Kaga-Bandoro,Kaga-Bandoro,CF4211_OUA_0001,OUADDA MAROUF,oui,2,10,0,2,oui,36,180,0,36,non,0,0,0,0,3,oui_majorite,oui_majorite,en_partie,eleve
Nana-Gribizi,Kaga-Bandoro,Kaga-Bandoro,CF4211_OUB_0001,OUBI 1,non,0,0,0,0,oui,92,460,0,92,non,0,0,0,0,3,oui_toutes,oui_toutes,oui_majorite,eleve
Nana-Gribizi,Kaga-Bandoro,Kaga-Bandoro,CF4211_OUB_0002,OUBI 2,non,0,0,0,0,oui,95,570,0,95,non,0,0,0,0,3,oui_toutes,oui_toutes,oui_toutes,tres_eleve
Nana-Gribizi,Kaga-Bandoro,Kaga-Bandoro,CF4211_QUA_0000,QUARTIER SOCADA,oui,348,1738,0,348,oui,73,365,0,73,oui,136,680,0,136,3,en_partie,en_partie,pas_du_tout,acceptable
Nana-Gribizi,Kaga-Bandoro,Kaga-Bandoro,CF4211_SAB_0000,SABAWANGA,non,0,0,0,0,oui,42,210,0,42,non,0,0,0,0,3,oui_majorite,oui_majorite,oui_majorite,eleve
Nana-Gribizi,Kaga-Bandoro,Kaga-Bandoro,CF4211_SAM_0001,SAMBA-WANGA 2,non,0,0,0,0,oui,42,210,0,42,non,0,0,0,0,3,oui_majorite,en_partie,oui_majorite,eleve
Nana-Gribizi,Kaga-Bandoro,Kaga-Bandoro,CF4211_SAR_0000,SARA SIEN,non,0,0,0,0,oui,39,195,0,39,non,0,0,0,0,3,en_partie,en_partie,pas_du_tout,acceptable
Nana-Gribizi,Kaga-Bandoro,Kaga-Bandoro,CF4214_TIN_0000,TINGUI YALO,non,0,0,0,0,oui,46,230,0,46,non,0,0,0,0,3,oui_majorite,oui_majorite,oui_majorite,eleve
Nana-Gribizi,Kaga-Bandoro,Kaga-Bandoro,CF4211_TYP_0000,TYPOYEUR,oui,185,925,0,185,oui,197,985,0,197,non,0,0,0,0,3,oui_toutes,oui_majorite,oui_majorite,eleve
Nana-Gribizi,Kaga-Bandoro,Kaga-Bandoro,CF4211_YAB_0001,YABAKA 1,oui,2,10,0,2,oui,136,680,0,136,non,0,0,0,0,3,en_partie,en_partie,pas_du_tout,acceptable
Nana-Gribizi,Kaga-Bandoro,Kaga-Bandoro,CF4211_YAB_0002,YABAKA 2,oui,1,5,0,1,oui,131,655,0,131,non,0,0,0,0,3,en_partie,en_partie,pas_du_tout,moyen
Nana-Gribizi,Kaga-Bandoro,Kaga-Bandoro,CF4211_YAN_0000,YANENDJI,oui,90,450,0,90,oui,4,12,0,4,non,0,0,0,0,3,oui_toutes,oui_toutes,oui_toutes,tres_eleve
Nana-Gribizi,Kaga-Bandoro,Kaga-Bandoro,CF4211_ZAI_0000,ZAIRE,non,0,0,0,0,non,0,0,0,0,non,0,0,0,0,3,oui_toutes,oui_toutes,oui_toutes,tres_eleve
Nana-Gribizi,Kaga-Bandoro,Nana-Outa,CF4213_BAK_0000,BAKABA,non,0,0,0,0,oui,61,305,0,61,non,0,0,0,0,3,oui_majorite,oui_majorite,oui_majorite,moyen
Nana-Gribizi,Kaga-Bandoro,Nana-Outa,CF4213_BIS_0001,BISSEKEBOU 1,non,0,0,0,0,oui,72,360,0,72,non,0,0,0,0,3,oui_majorite,oui_majorite,oui_majorite,eleve
Nana-Gribizi,Kaga-Bandoro,Nana-Outa,CF4213_BIS_0002,BISSEKEBOU 2,non,0,0,0,0,oui,79,395,0,79,non,0,0,0,0,3,oui_toutes,oui_toutes,oui_toutes,tres_eleve
Nana-Gribizi,Kaga-Bandoro,Nana-Outa,CF4213_BIS_0003,BISSEKEBOU 3,oui,1,5,0,1,oui,68,340,0,68,non,0,0,0,0,3,oui_majorite,oui_majorite,oui_majorite,eleve
Nana-Gribizi,Kaga-Bandoro,Nana-Outa,CF4213_BIS_0004,BISSIKEBO 4,non,0,0,0,0,oui,57,285,0,57,non,0,0,0,0,3,oui_majorite,oui_majorite,oui_majorite,eleve
Nana-Gribizi,Kaga-Bandoro,Nana-Outa,CF4213_BLI_0000,BLIZAO,non,0,0,0,0,oui,17,88,0,17,non,0,0,0,0,3,en_partie,en_partie,oui_majorite,eleve
Nana-Gribizi,Kaga-Bandoro,Nana-Outa,CF4213_BOU_0001,BOUMBALA 1,non,0,0,0,0,oui,88,450,0,88,non,0,0,0,0,3,oui_majorite,oui_majorite,oui_majorite,eleve
Nana-Gribizi,Kaga-Bandoro,Nana-Outa,CF4213_BOU_0002,BOUMBALA 2,non,0,0,0,0,oui,100,500,0,100,non,0,0,0,0,3,oui_majorite,oui_toutes,oui_majorite,eleve
Nana-Gribizi,Kaga-Bandoro,Nana-Outa,CF4213_FOU_0001,FOUTA 1,non,0,0,0,0,oui,54,270,0,54,non,0,0,0,0,3,en_partie,en_partie,pas_du_tout,acceptable
Nana-Gribizi,Kaga-Bandoro,Nana-Outa,CF4213_FOU_0002,FOUTA 2,non,0,0,0,0,oui,80,400,0,80,non,0,0,0,0,4,oui_majorite,oui_majorite,oui_majorite,eleve
Nana-Gribizi,Kaga-Bandoro,Nana-Outa,CF4213_GOB_0000,GOBERA,non,0,0,0,0,oui,77,385,0,77,non,0,0,0,0,3,oui_majorite,oui_majorite,oui_majorite,eleve
Nana-Gribizi,Kaga-Bandoro,Nana-Outa,CF4213_GON_0001,GONDAVA,oui,1,5,0,1,oui,157,785,0,157,non,0,0,0,0,3,oui_majorite,oui_majorite,oui_majorite,eleve
Nana-Gribizi,Kaga-Bandoro,Nana-Outa,CF4213_IBI_0001,IBINGUI 1,non,0,0,0,0,oui,23,117,0,23,non,0,0,0,0,3,oui_majorite,en_partie,oui_majorite,moyen
Nana-Gribizi,Kaga-Bandoro,Nana-Outa,CF4213_IBI_0002,IBINGUI 2,oui,1,5,0,1,oui,89,445,0,89,non,0,0,0,0,3,en_partie,en_partie,pas_du_tout,acceptable
