PName1,PName2,PName3,PName4,RowcaCode4,DESCRIPTIO,CNTRY_NAME,ADM1_NAME,ADM2_NAME,ADM3_NAME,RowcaCode1,RowcaCode2,RowcaCode3
Ligoua zevio, ,0,0,CAF0630010010018,Village,CAF,Haut-Mbomou,Obo,Obo,CAF063,CAF063001,CAF063001001
Ouadda, ,0,0,CAF0520020010001,Capital of Sub-prefecture,CAF,Haute-Kotto,Ouadda,Ouadda,CAF052,CAF052002,CAF052002001
Akossio, ,0,0,CAF0520020010002,Village,CAF,Haute-Kotto,Ouadda,Ouadda,CAF052,CAF052002,CAF052002001
Boungou 1, ,0,0,CAF0520020010003,Village,CAF,Haute-Kotto,Ouadda,Ouadda,CAF052,CAF052002,CAF052002001
Boungou 2, ,0,0,CAF0520020010004,Village,CAF,Haute-Kotto,Ouadda,Ouadda,CAF052,CAF052002,CAF052002001
Boungouziti, ,0,0,CAF0520020010005,Village,CAF,Haute-Kotto,Ouadda,Ouadda,CAF052,CAF052002,CAF052002001
Dinga 2, ,0,0,CAF0520020010006,Village,CAF,Haute-Kotto,Ouadda,Ouadda,CAF052,CAF052002,CAF052002001
Dinga 3, ,0,0,CAF0520020010007,Village,CAF,Haute-Kotto,Ouadda,Ouadda,CAF052,CAF052002,CAF052002001
Gbalikape, ,0,0,CAF0520020010008,Village,CAF,Haute-Kotto,Ouadda,Ouadda,CAF052,CAF052002,CAF052002001
Guerengou 1, ,0,0,CAF0520020010009,Village,CAF,Haute-Kotto,Ouadda,Ouadda,CAF052,CAF052002,CAF052002001
Lakotto-Sandiba,Kotto-Samba,0,0,CAF0520020010010,Village,CAF,Haute-Kotto,Ouadda,Ouadda,CAF052,CAF052002,CAF052002001
Pipi 1,Pipi-Demonta,0,0,CAF0520020010011,Village,CAF,Haute-Kotto,Ouadda,Ouadda,CAF052,CAF052002,CAF052002001
Yangoudongo, ,0,0,CAF0520020010012,Village,CAF,Haute-Kotto,Ouadda,Ouadda,CAF052,CAF052002,CAF052002001
Yangouta-Mbour,Yangoutambour,0,0,CAF0520020010013,Village,CAF,Haute-Kotto,Ouadda,Ouadda,CAF052,CAF052002,CAF052002001
Birini, ,0,0,CAF0520020010014,Village,CAF,Haute-Kotto,Ouadda,Ouadda,CAF052,CAF052002,CAF052002001
Aradi, ,0,0,CAF0210010030001,Village,CAF,Mambere-Kadei,Berberati,Ouakanga,CAF021,CAF021001,CAF021001003
Babaro, ,0,0,CAF0210010030002,Village,CAF,Mambere-Kadei,Berberati,Ouakanga,CAF021,CAF021001,CAF021001003
Babaza, ,0,0,CAF0210010030003,Village,CAF,Mambere-Kadei,Berberati,Ouakanga,CAF021,CAF021001,CAF021001003
Babonga, ,0,0,CAF0210010030004,Village,CAF,Mambere-Kadei,Berberati,Ouakanga,CAF021,CAF021001,CAF021001003
Bale, ,0,0,CAF0210010030005,Village,CAF,Mambere-Kadei,Berberati,Ouakanga,CAF021,CAF021001,CAF021001003
Bambo, ,0,0,CAF0210010030006,Village,CAF,Mambere-Kadei,Berberati,Ouakanga,CAF021,CAF021001,CAF021001003
Barkabasso, ,0,0,CAF0210010030007,Village,CAF,Mambere-Kadei,Berberati,Ouakanga,CAF021,CAF021001,CAF021001003
Bego, ,0,0,CAF0210010030008,Village,CAF,Mambere-Kadei,Berberati,Ouakanga,CAF021,CAF021001,CAF021001003
Bindi, ,0,0,CAF0210010030009,Village,CAF,Mambere-Kadei,Berberati,Ouakanga,CAF021,CAF021001,CAF021001003
Bobandoe, ,0,0,CAF0210010030010,Village,CAF,Mambere-Kadei,Berberati,Ouakanga,CAF021,CAF021001,CAF021001003
Bosse, ,0,0,CAF0210010030011,Village,CAF,Mambere-Kadei,Berberati,Ouakanga,CAF021,CAF021001,CAF021001003
Bossengue, ,0,0,CAF0210010030012,Village,CAF,Mambere-Kadei,Berberati,Ouakanga,CAF021,CAF021001,CAF021001003
Boufolo, ,0,0,CAF0210010030013,Village,CAF,Mambere-Kadei,Berberati,Ouakanga,CAF021,CAF021001,CAF021001003
Boui, ,0,0,CAF0210010030014,Village,CAF,Mambere-Kadei,Berberati,Ouakanga,CAF021,CAF021001,CAF021001003
Dangoro, ,0,0,CAF0210010030015,Village,CAF,Mambere-Kadei,Berberati,Ouakanga,CAF021,CAF021001,CAF021001003
Dawa, ,0,0,CAF0210010030016,Village,CAF,Mambere-Kadei,Berberati,Ouakanga,CAF021,CAF021001,CAF021001003
Dong-Bolo, ,0,0,CAF0210010030017,Village,CAF,Mambere-Kadei,Berberati,Ouakanga,CAF021,CAF021001,CAF021001003
Dongoya, ,0,0,CAF0210010030018,Village,CAF,Mambere-Kadei,Berberati,Ouakanga,CAF021,CAF021001,CAF021001003
Donkon, ,0,0,CAF0210010030019,Village,CAF,Mambere-Kadei,Berberati,Ouakanga,CAF021,CAF021001,CAF021001003
Donlogo, ,0,0,CAF0210010030020,Village,CAF,Mambere-Kadei,Berberati,Ouakanga,CAF021,CAF021001,CAF021001003
Fada, ,0,0,CAF0210010030021,Village,CAF,Mambere-Kadei,Berberati,Ouakanga,CAF021,CAF021001,CAF021001003
Gbaouma, ,0,0,CAF0210010030022,Village,CAF,Mambere-Kadei,Berberati,Ouakanga,CAF021,CAF021001,CAF021001003
Gbongobo, ,0,0,CAF0210010030023,Village,CAF,Mambere-Kadei,Berberati,Ouakanga,CAF021,CAF021001,CAF021001003
Goni, ,0,0,CAF0210010030024,Village,CAF,Mambere-Kadei,Berberati,Ouakanga,CAF021,CAF021001,CAF021001003
Karami, ,0,0,CAF0210010030025,Village,CAF,Mambere-Kadei,Berberati,Ouakanga,CAF021,CAF021001,CAF021001003
Koba, ,0,0,CAF0210010030026,Village,CAF,Mambere-Kadei,Berberati,Ouakanga,CAF021,CAF021001,CAF021001003
Kounde, ,0,0,CAF0210010030027,Village,CAF,Mambere-Kadei,Berberati,Ouakanga,CAF021,CAF021001,CAF021001003
Kpebe, ,0,0,CAF0210010030028,Village,CAF,Mambere-Kadei,Berberati,Ouakanga,CAF021,CAF021001,CAF021001003
Mano, ,0,0,CAF0210010030029,Village,CAF,Mambere-Kadei,Berberati,Ouakanga,CAF021,CAF021001,CAF021001003
Nao, ,0,0,CAF0210010030030,Village,CAF,Mambere-Kadei,Berberati,Ouakanga,CAF021,CAF021001,CAF021001003
Nassole,Nassole,0,0,CAF0210010030031,Village,CAF,Mambere-Kadei,Berberati,Ouakanga,CAF021,CAF021001,CAF021001003
Ngbangombe, ,0,0,CAF0210010030032,Village,CAF,Mambere-Kadei,Berberati,Ouakanga,CAF021,CAF021001,CAF021001003
Oaukole,Ouakole,0,0,CAF0210010030033,Village,CAF,Mambere-Kadei,Berberati,Ouakanga,CAF021,CAF021001,CAF021001003
Sambada-Goffo, ,0,0,CAF0210010030034,Village,CAF,Mambere-Kadei,Berberati,Ouakanga,CAF021,CAF021001,CAF021001003
Sola, ,0,0,CAF0210010030035,Village,CAF,Mambere-Kadei,Berberati,Ouakanga,CAF021,CAF021001,CAF021001003
Tinde, ,0,0,CAF0210010030036,Village,CAF,Mambere-Kadei,Berberati,Ouakanga,CAF021,CAF021001,CAF021001003
Tongbassi, ,0,0,CAF0210010030037,Village,CAF,Mambere-Kadei,Berberati,Ouakanga,CAF021,CAF021001,CAF021001003
Watanga, ,0,0,CAF0210010030038,Village,CAF,Mambere-Kadei,Berberati,Ouakanga,CAF021,CAF021001,CAF021001003
Wazet, ,0,0,CAF0210010030039,Village,CAF,Mambere-Kadei,Berberati,Ouakanga,CAF021,CAF021001,CAF021001003
Zanvier, ,0,0,CAF0210010030040,Village,CAF,Mambere-Kadei,Berberati,Ouakanga,CAF021,CAF021001,CAF021001003
Baouma, ,0,0,CAF0210010030041,Village,CAF,Mambere-Kadei,Berberati,Ouakanga,CAF021,CAF021001,CAF021001003
Babadza, ,0,0,CAF0210010030042,Village,CAF,Mambere-Kadei,Berberati,Ouakanga,CAF021,CAF021001,CAF021001003
Nassouri, ,0,0,CAF0210010030043,Village,CAF,Mambere-Kadei,Berberati,Ouakanga,CAF021,CAF021001,CAF021001003
Bezomon, ,0,0,CAF0320070020001,Village,CAF,Ouham,Kabo,Ouaki,CAF032,CAF032007,CAF032007002
Bilalo,Belelou,0,0,CAF0320070020002,Village,CAF,Ouham,Kabo,Ouaki,CAF032,CAF032007,CAF032007002
Bogama 1, ,0,0,CAF0320070020003,Village,CAF,Ouham,Kabo,Ouaki,CAF032,CAF032007,CAF032007002
Bogama 2, ,0,0,CAF0320070020004,Village,CAF,Ouham,Kabo,Ouaki,CAF032,CAF032007,CAF032007002
Bokaï¿½ï,Bokaiwa,0,0,CAF0320070020005,Village,CAF,Ouham,Kabo,Ouaki,CAF032,CAF032007,CAF032007002
Bokambaye 1, ,0,0,CAF0320070020006,Village,CAF,Ouham,Kabo,Ouaki,CAF032,CAF032007,CAF032007002
Bokambaye 2, ,0,0,CAF0320070020007,Village,CAF,Ouham,Kabo,Ouaki,CAF032,CAF032007,CAF032007002
Bongonon, ,0,0,CAF0320070020008,Village,CAF,Ouham,Kabo,Ouaki,CAF032,CAF032007,CAF032007002
Botere 1, ,0,0,CAF0320070020009,Village,CAF,Ouham,Kabo,Ouaki,CAF032,CAF032007,CAF032007002
Botere 2, ,0,0,CAF0320070020010,Village,CAF,Ouham,Kabo,Ouaki,CAF032,CAF032007,CAF032007002
Bozoro, ,0,0,CAF0320070020011,Village,CAF,Ouham,Kabo,Ouaki,CAF032,CAF032007,CAF032007002
Capita Kava, ,0,0,CAF0320070020012,Village,CAF,Ouham,Kabo,Ouaki,CAF032,CAF032007,CAF032007002
Dessi, ,0,0,CAF0320070020013,Village,CAF,Ouham,Kabo,Ouaki,CAF032,CAF032007,CAF032007002
Farazala 1,Farazara 1,0,0,CAF0320070020014,Village,CAF,Ouham,Kabo,Ouaki,CAF032,CAF032007,CAF032007002
Farazala 2,Farazara 2,0,0,CAF0320070020015,Village,CAF,Ouham,Kabo,Ouaki,CAF032,CAF032007,CAF032007002
Farazala 4,`,0,0,CAF0320070020016,Village,CAF,Ouham,Kabo,Ouaki,CAF032,CAF032007,CAF032007002
Gbafio, ,0,0,CAF0320070020017,Village,CAF,Ouham,Kabo,Ouaki,CAF032,CAF032007,CAF032007002
Kakobo, ,0,0,CAF0320070020018,Village,CAF,Ouham,Kabo,Ouaki,CAF032,CAF032007,CAF032007002
Kava 1,Kava,0,0,CAF0320070020019,Village,CAF,Ouham,Kabo,Ouaki,CAF032,CAF032007,CAF032007002
Kava 2, ,0,0,CAF0320070020020,Village,CAF,Ouham,Kabo,Ouaki,CAF032,CAF032007,CAF032007002
Kouvougo, ,0,0,CAF0320070020021,Village,CAF,Ouham,Kabo,Ouaki,CAF032,CAF032007,CAF032007002
Mbororo, ,0,0,CAF0320070020022,Village,CAF,Ouham,Kabo,Ouaki,CAF032,CAF032007,CAF032007002
Miaro, ,0,0,CAF0320070020023,Village,CAF,Ouham,Kabo,Ouaki,CAF032,CAF032007,CAF032007002
Moudiele, ,0,0,CAF0320070020024,Village,CAF,Ouham,Kabo,Ouaki,CAF032,CAF032007,CAF032007002
Moussoumba, ,0,0,CAF0320070020025,Village,CAF,Ouham,Kabo,Ouaki,CAF032,CAF032007,CAF032007002
Ndafourou, ,0,0,CAF0320070020026,Village,CAF,Ouham,Kabo,Ouaki,CAF032,CAF032007,CAF032007002
Ndimba 1,Ndimba,0,0,CAF0320070020027,Village,CAF,Ouham,Kabo,Ouaki,CAF032,CAF032007,CAF032007002
Ndimba 2, ,0,0,CAF0320070020028,Village,CAF,Ouham,Kabo,Ouaki,CAF032,CAF032007,CAF032007002
Ngonikira 1, ,0,0,CAF0320070020029,Village,CAF,Ouham,Kabo,Ouaki,CAF032,CAF032007,CAF032007002
Ngonikira 2, ,0,0,CAF0320070020030,Village,CAF,Ouham,Kabo,Ouaki,CAF032,CAF032007,CAF032007002
Ouaki 1, ,0,0,CAF0320070020031,Village,CAF,Ouham,Kabo,Ouaki,CAF032,CAF032007,CAF032007002
Ouaki 2, ,0,0,CAF0320070020032,Village,CAF,Ouham,Kabo,Ouaki,CAF032,CAF032007,CAF032007002
Roboringa, ,0,0,CAF0320070020033,Village,CAF,Ouham,Kabo,Ouaki,CAF032,CAF032007,CAF032007002
Samba, ,0,0,CAF0320070020034,Village,CAF,Ouham,Kabo,Ouaki,CAF032,CAF032007,CAF032007002
Vafio 2,Vafio,0,0,CAF0320070020035,Village,CAF,Ouham,Kabo,Ouaki,CAF032,CAF032007,CAF032007002
Zoumanga, ,0,0,CAF0320070020036,Village,CAF,Ouham,Kabo,Ouaki,CAF032,CAF032007,CAF032007002
Farazara 1, ,0,0,CAF0320070020037,Village,CAF,Ouham,Kabo,Ouaki,CAF032,CAF032007,CAF032007002
Belelou, ,0,0,CAF0320070020038,Village,CAF,Ouham,Kabo,Ouaki,CAF032,CAF032007,CAF032007002
kava 1, ,0,0,CAF0320070020039,Village,CAF,Ouham,Kabo,Ouaki,CAF032,CAF032007,CAF032007002
Ngonikira, ,0,0,CAF0320070020040,Village,CAF,Ouham,Kabo,Ouaki,CAF032,CAF032007,CAF032007002
Vafio, ,0,0,CAF0320070020041,Village,CAF,Ouham,Kabo,Ouaki,CAF032,CAF032007,CAF032007002
Yafara, ,0,0,CAF0320070020042,Village,CAF,Ouham,Kabo,Ouaki,CAF032,CAF032007,CAF032007002
Kava, ,0,0,CAF0320070020043,Village,CAF,Ouham,Kabo,Ouaki,CAF032,CAF032007,CAF032007002
Bokambaye, ,0,0,CAF0320070020044,Village,CAF,Ouham,Kabo,Ouaki,CAF032,CAF032007,CAF032007002
Bogama, ,0,0,CAF0320070020045,Village,CAF,Ouham,Kabo,Ouaki,CAF032,CAF032007,CAF032007002
Ouaki, ,0,0,CAF0320070020046,Village,CAF,Ouham,Kabo,Ouaki,CAF032,CAF032007,CAF032007002
Farazala, ,0,0,CAF0320070020047,Village,CAF,Ouham,Kabo,Ouaki,CAF032,CAF032007,CAF032007002
Bokaima, ,0,0,CAF0320070020048,Village,CAF,Ouham,Kabo,Ouaki,CAF032,CAF032007,CAF032007002
Bada-Gbaga, ,0,0,CAF0610050010001,Village,CAF,Basse-Kotto,Zangba,Ouambe,CAF061,CAF061005,CAF061005001
Balidou 1, ,0,0,CAF0610050010002,Village,CAF,Basse-Kotto,Zangba,Ouambe,CAF061,CAF061005,CAF061005001
Balidou 3, ,0,0,CAF0610050010003,Village,CAF,Basse-Kotto,Zangba,Ouambe,CAF061,CAF061005,CAF061005001
Banda-Dakoto, ,0,0,CAF0610050010004,Village,CAF,Basse-Kotto,Zangba,Ouambe,CAF061,CAF061005,CAF061005001
Banda-Kolo Yangba, ,0,0,CAF0610050010005,Village,CAF,Basse-Kotto,Zangba,Ouambe,CAF061,CAF061005,CAF061005001
Banda-Ngouatchi, ,0,0,CAF0610050010006,Village,CAF,Basse-Kotto,Zangba,Ouambe,CAF061,CAF061005,CAF061005001
Banda-Ogboudou, ,0,0,CAF0610050010007,Village,CAF,Basse-Kotto,Zangba,Ouambe,CAF061,CAF061005,CAF061005001
Banda-Wele, ,0,0,CAF0610050010008,Village,CAF,Basse-Kotto,Zangba,Ouambe,CAF061,CAF061005,CAF061005001
Bango, ,0,0,CAF0610050010009,Village,CAF,Basse-Kotto,Zangba,Ouambe,CAF061,CAF061005,CAF061005001
Batalimo, ,0,0,CAF0610050010010,Village,CAF,Basse-Kotto,Zangba,Ouambe,CAF061,CAF061005,CAF061005001
Bede, ,0,0,CAF0610050010011,Village,CAF,Basse-Kotto,Zangba,Ouambe,CAF061,CAF061005,CAF061005001
Blema, ,0,0,CAF0610050010012,Village,CAF,Basse-Kotto,Zangba,Ouambe,CAF061,CAF061005,CAF061005001
Botche, ,0,0,CAF0610050010013,Village,CAF,Basse-Kotto,Zangba,Ouambe,CAF061,CAF061005,CAF061005001
Boule, ,0,0,CAF0610050010014,Village,CAF,Basse-Kotto,Zangba,Ouambe,CAF061,CAF061005,CAF061005001
Bouma 1, ,0,0,CAF0610050010015,Village,CAF,Basse-Kotto,Zangba,Ouambe,CAF061,CAF061005,CAF061005001
Daibrou, ,0,0,CAF0610050010016,Village,CAF,Basse-Kotto,Zangba,Ouambe,CAF061,CAF061005,CAF061005001
Damba, ,0,0,CAF0610050010017,Village,CAF,Basse-Kotto,Zangba,Ouambe,CAF061,CAF061005,CAF061005001
Dikiri, ,0,0,CAF0610050010018,Village,CAF,Basse-Kotto,Zangba,Ouambe,CAF061,CAF061005,CAF061005001
Djingba,Dingba,0,0,CAF0610050010019,Village,CAF,Basse-Kotto,Zangba,Ouambe,CAF061,CAF061005,CAF061005001
Djiva, ,0,0,CAF0610050010020,Village,CAF,Basse-Kotto,Zangba,Ouambe,CAF061,CAF061005,CAF061005001
Djouda-Mono, ,0,0,CAF0610050010021,Village,CAF,Basse-Kotto,Zangba,Ouambe,CAF061,CAF061005,CAF061005001
Drouma, ,0,0,CAF0610050010022,Village,CAF,Basse-Kotto,Zangba,Ouambe,CAF061,CAF061005,CAF061005001
Gbabe, ,0,0,CAF0610050010023,Village,CAF,Basse-Kotto,Zangba,Ouambe,CAF061,CAF061005,CAF061005001
Gbalassi, ,0,0,CAF0610050010024,Village,CAF,Basse-Kotto,Zangba,Ouambe,CAF061,CAF061005,CAF061005001
Gbama,Gbama 1,0,0,CAF0610050010025,Village,CAF,Basse-Kotto,Zangba,Ouambe,CAF061,CAF061005,CAF061005001
Gbele Mbiki, ,0,0,CAF0610050010026,Village,CAF,Basse-Kotto,Zangba,Ouambe,CAF061,CAF061005,CAF061005001
Gbele-Ngoko, ,0,0,CAF0610050010027,Village,CAF,Basse-Kotto,Zangba,Ouambe,CAF061,CAF061005,CAF061005001
Gbele-Vondo-Ko Limbo, ,0,0,CAF0610050010028,Village,CAF,Basse-Kotto,Zangba,Ouambe,CAF061,CAF061005,CAF061005001
Gboudjia, ,0,0,CAF0610050010029,Village,CAF,Basse-Kotto,Zangba,Ouambe,CAF061,CAF061005,CAF061005001
Gboulouvou, ,0,0,CAF0610050010030,Village,CAF,Basse-Kotto,Zangba,Ouambe,CAF061,CAF061005,CAF061005001
Gbouma, ,0,0,CAF0610050010031,Village,CAF,Basse-Kotto,Zangba,Ouambe,CAF061,CAF061005,CAF061005001
Gbozo-Boidou, ,0,0,CAF0610050010032,Village,CAF,Basse-Kotto,Zangba,Ouambe,CAF061,CAF061005,CAF061005001
Gogo, ,0,0,CAF0610050010033,Village,CAF,Basse-Kotto,Zangba,Ouambe,CAF061,CAF061005,CAF061005001
Gouadje 2, ,0,0,CAF0610050010034,Village,CAF,Basse-Kotto,Zangba,Ouambe,CAF061,CAF061005,CAF061005001
Gouadje 2, ,0,0,CAF0610050010035,Village,CAF,Basse-Kotto,Zangba,Ouambe,CAF061,CAF061005,CAF061005001
Gouatchi, ,0,0,CAF0610050010036,Village,CAF,Basse-Kotto,Zangba,Ouambe,CAF061,CAF061005,CAF061005001
Kadja, ,0,0,CAF0610050010037,Village,CAF,Basse-Kotto,Zangba,Ouambe,CAF061,CAF061005,CAF061005001
Kodje 1, ,0,0,CAF0610050010038,Village,CAF,Basse-Kotto,Zangba,Ouambe,CAF061,CAF061005,CAF061005001
Kodje 3, ,0,0,CAF0610050010039,Village,CAF,Basse-Kotto,Zangba,Ouambe,CAF061,CAF061005,CAF061005001
Korgou, ,0,0,CAF0610050010040,Village,CAF,Basse-Kotto,Zangba,Ouambe,CAF061,CAF061005,CAF061005001
Kounda, ,0,0,CAF0610050010041,Village,CAF,Basse-Kotto,Zangba,Ouambe,CAF061,CAF061005,CAF061005001
Kousso, ,0,0,CAF0610050010042,Village,CAF,Basse-Kotto,Zangba,Ouambe,CAF061,CAF061005,CAF061005001
Kpakpo, ,0,0,CAF0610050010043,Village,CAF,Basse-Kotto,Zangba,Ouambe,CAF061,CAF061005,CAF061005001
Kpoulou, ,0,0,CAF0610050010044,Village,CAF,Basse-Kotto,Zangba,Ouambe,CAF061,CAF061005,CAF061005001
Lao-Deka 1, ,0,0,CAF0610050010045,Village,CAF,Basse-Kotto,Zangba,Ouambe,CAF061,CAF061005,CAF061005001
Lao-Deka 2, ,0,0,CAF0610050010046,Village,CAF,Basse-Kotto,Zangba,Ouambe,CAF061,CAF061005,CAF061005001
Lao-Togbo, ,0,0,CAF0610050010047,Village,CAF,Basse-Kotto,Zangba,Ouambe,CAF061,CAF061005,CAF061005001
Legba, ,0,0,CAF0610050010048,Village,CAF,Basse-Kotto,Zangba,Ouambe,CAF061,CAF061005,CAF061005001
Legba 1, ,0,0,CAF0610050010049,Village,CAF,Basse-Kotto,Zangba,Ouambe,CAF061,CAF061005,CAF061005001
Legba 2, ,0,0,CAF0610050010050,Village,CAF,Basse-Kotto,Zangba,Ouambe,CAF061,CAF061005,CAF061005001
Legba 4, ,0,0,CAF0610050010051,Village,CAF,Basse-Kotto,Zangba,Ouambe,CAF061,CAF061005,CAF061005001
Louka, ,0,0,CAF0610050010052,Village,CAF,Basse-Kotto,Zangba,Ouambe,CAF061,CAF061005,CAF061005001
Mbangui-Sepo, ,0,0,CAF0610050010053,Village,CAF,Basse-Kotto,Zangba,Ouambe,CAF061,CAF061005,CAF061005001
Mbela,Mbela 1,0,0,CAF0610050010054,Village,CAF,Basse-Kotto,Zangba,Ouambe,CAF061,CAF061005,CAF061005001
Mbela 2, ,0,0,CAF0610050010055,Village,CAF,Basse-Kotto,Zangba,Ouambe,CAF061,CAF061005,CAF061005001
Mbiloba, ,0,0,CAF0610050010056,Village,CAF,Basse-Kotto,Zangba,Ouambe,CAF061,CAF061005,CAF061005001
Mbouma 2, ,0,0,CAF0610050010057,Village,CAF,Basse-Kotto,Zangba,Ouambe,CAF061,CAF061005,CAF061005001
Ndawa, ,0,0,CAF0610050010058,Village,CAF,Basse-Kotto,Zangba,Ouambe,CAF061,CAF061005,CAF061005001
Ndouma, ,0,0,CAF0610050010059,Village,CAF,Basse-Kotto,Zangba,Ouambe,CAF061,CAF061005,CAF061005001
Ndoumbala, ,0,0,CAF0610050010060,Village,CAF,Basse-Kotto,Zangba,Ouambe,CAF061,CAF061005,CAF061005001
Ngai, ,0,0,CAF0610050010061,Village,CAF,Basse-Kotto,Zangba,Ouambe,CAF061,CAF061005,CAF061005001
Ngandji, ,0,0,CAF0610050010062,Village,CAF,Basse-Kotto,Zangba,Ouambe,CAF061,CAF061005,CAF061005001
Ngbake, ,0,0,CAF0610050010063,Village,CAF,Basse-Kotto,Zangba,Ouambe,CAF061,CAF061005,CAF061005001
Ngoi, ,0,0,CAF0610050010064,Village,CAF,Basse-Kotto,Zangba,Ouambe,CAF061,CAF061005,CAF061005001
Ngolibi, ,0,0,CAF0610050010065,Village,CAF,Basse-Kotto,Zangba,Ouambe,CAF061,CAF061005,CAF061005001
Ngoro, ,0,0,CAF0610050010066,Village,CAF,Basse-Kotto,Zangba,Ouambe,CAF061,CAF061005,CAF061005001
Ngouala, ,0,0,CAF0610050010067,Village,CAF,Basse-Kotto,Zangba,Ouambe,CAF061,CAF061005,CAF061005001
Ngoula,Ngoula 4,0,0,CAF0610050010068,Village,CAF,Basse-Kotto,Zangba,Ouambe,CAF061,CAF061005,CAF061005001
Ngoumbe 2, ,0,0,CAF0610050010069,Village,CAF,Basse-Kotto,Zangba,Ouambe,CAF061,CAF061005,CAF061005001
Ngoumbe-Moune, ,0,0,CAF0610050010070,Village,CAF,Basse-Kotto,Zangba,Ouambe,CAF061,CAF061005,CAF061005001
Ngounda, ,0,0,CAF0610050010071,Village,CAF,Basse-Kotto,Zangba,Ouambe,CAF061,CAF061005,CAF061005001
Ngounda 1, ,0,0,CAF0610050010072,Village,CAF,Basse-Kotto,Zangba,Ouambe,CAF061,CAF061005,CAF061005001
Ngounda 2, ,0,0,CAF0610050010073,Village,CAF,Basse-Kotto,Zangba,Ouambe,CAF061,CAF061005,CAF061005001
Nguena, ,0,0,CAF0610050010074,Village,CAF,Basse-Kotto,Zangba,Ouambe,CAF061,CAF061005,CAF061005001
Nguewa, ,0,0,CAF0610050010075,Village,CAF,Basse-Kotto,Zangba,Ouambe,CAF061,CAF061005,CAF061005001
Nguilima, ,0,0,CAF0610050010076,Village,CAF,Basse-Kotto,Zangba,Ouambe,CAF061,CAF061005,CAF061005001
Nzanga, ,0,0,CAF0610050010077,Village,CAF,Basse-Kotto,Zangba,Ouambe,CAF061,CAF061005,CAF061005001
Nzanga 2, ,0,0,CAF0610050010078,Village,CAF,Basse-Kotto,Zangba,Ouambe,CAF061,CAF061005,CAF061005001
Oloma, ,0,0,CAF0610050010079,Village,CAF,Basse-Kotto,Zangba,Ouambe,CAF061,CAF061005,CAF061005001
Ouakoro, ,0,0,CAF0610050010080,Village,CAF,Basse-Kotto,Zangba,Ouambe,CAF061,CAF061005,CAF061005001
Sikoua, ,0,0,CAF0610050010081,Village,CAF,Basse-Kotto,Zangba,Ouambe,CAF061,CAF061005,CAF061005001
Tambo, ,0,0,CAF0610050010082,Village,CAF,Basse-Kotto,Zangba,Ouambe,CAF061,CAF061005,CAF061005001
Tilagbendo, ,0,0,CAF0610050010083,Village,CAF,Basse-Kotto,Zangba,Ouambe,CAF061,CAF061005,CAF061005001
Togbo 1, ,0,0,CAF0610050010084,Village,CAF,Basse-Kotto,Zangba,Ouambe,CAF061,CAF061005,CAF061005001
Togbo 2, ,0,0,CAF0610050010085,Village,CAF,Basse-Kotto,Zangba,Ouambe,CAF061,CAF061005,CAF061005001
Togbo 3, ,0,0,CAF0610050010086,Village,CAF,Basse-Kotto,Zangba,Ouambe,CAF061,CAF061005,CAF061005001
Togbo-Ndomele, ,0,0,CAF0610050010087,Village,CAF,Basse-Kotto,Zangba,Ouambe,CAF061,CAF061005,CAF061005001
Voumou 1, ,0,0,CAF0610050010088,Village,CAF,Basse-Kotto,Zangba,Ouambe,CAF061,CAF061005,CAF061005001
Voumou 2, ,0,0,CAF0610050010089,Village,CAF,Basse-Kotto,Zangba,Ouambe,CAF061,CAF061005,CAF061005001
Vounga, ,0,0,CAF0610050010090,Village,CAF,Basse-Kotto,Zangba,Ouambe,CAF061,CAF061005,CAF061005001
Wale, ,0,0,CAF0610050010091,Village,CAF,Basse-Kotto,Zangba,Ouambe,CAF061,CAF061005,CAF061005001
Wele, ,0,0,CAF0610050010092,Village,CAF,Basse-Kotto,Zangba,Ouambe,CAF061,CAF061005,CAF061005001
Yaba, ,0,0,CAF0610050010093,Village,CAF,Basse-Kotto,Zangba,Ouambe,CAF061,CAF061005,CAF061005001
Yaho, ,0,0,CAF0610050010094,Village,CAF,Basse-Kotto,Zangba,Ouambe,CAF061,CAF061005,CAF061005001
Yalingo 1, ,0,0,CAF0610050010095,Village,CAF,Basse-Kotto,Zangba,Ouambe,CAF061,CAF061005,CAF061005001
Yalingo 2, ,0,0,CAF0610050010096,Village,CAF,Basse-Kotto,Zangba,Ouambe,CAF061,CAF061005,CAF061005001
Zamba 1, ,0,0,CAF0610050010097,Village,CAF,Basse-Kotto,Zangba,Ouambe,CAF061,CAF061005,CAF061005001
Zamba 2, ,0,0,CAF0610050010098,Village,CAF,Basse-Kotto,Zangba,Ouambe,CAF061,CAF061005,CAF061005001
Zangba,Zangba-Centre,0,0,CAF0610050010099,Village,CAF,Basse-Kotto,Zangba,Ouambe,CAF061,CAF061005,CAF061005001
Zoula, ,0,0,CAF0610050010100,Village,CAF,Basse-Kotto,Zangba,Ouambe,CAF061,CAF061005,CAF061005001
Kete bangui, ,0,0,CAF0610050010101,Village,CAF,Basse-Kotto,Zangba,Ouambe,CAF061,CAF061005,CAF061005001
Ndaouin, ,0,0,CAF0610050010102,Village,CAF,Basse-Kotto,Zangba,Ouambe,CAF061,CAF061005,CAF061005001
