PName1,PName2,PName3,PName4,RowcaCode4,DESCRIPTIO,CNTRY_NAME,ADM1_NAME,ADM2_NAME,ADM3_NAME,RowcaCode1,RowcaCode2,RowcaCode3
Bombere-Kete, ,0,0,CAF0320010040021,Village,CAF,Ouham,Bossangoa,Ben Zambe,CAF032,CAF032001,CAF032001004
Bombere-Kota, ,0,0,CAF0320010040022,Village,CAF,Ouham,Bossangoa,Ben Zambe,CAF032,CAF032001,CAF032001004
Bombo 1, ,0,0,CAF0320010040023,Village,CAF,Ouham,Bossangoa,Ben Zambe,CAF032,CAF032001,CAF032001004
Bombo 2, ,0,0,CAF0320010040024,Village,CAF,Ouham,Bossangoa,Ben Zambe,CAF032,CAF032001,CAF032001004
Bondo, ,0,0,CAF0320010040025,Village,CAF,Ouham,Bossangoa,Ben Zambe,CAF032,CAF032001,CAF032001004
Bonganon, ,0,0,CAF0320010040026,Village,CAF,Ouham,Bossangoa,Ben Zambe,CAF032,CAF032001,CAF032001004
Bongbara, ,0,0,CAF0320010040027,Village,CAF,Ouham,Bossangoa,Ben Zambe,CAF032,CAF032001,CAF032001004
Bongo, ,0,0,CAF0320010040028,Village,CAF,Ouham,Bossangoa,Ben Zambe,CAF032,CAF032001,CAF032001004
Bonguere, ,0,0,CAF0320010040029,Village,CAF,Ouham,Bossangoa,Ben Zambe,CAF032,CAF032001,CAF032001004
Boraka, ,0,0,CAF0320010040030,Village,CAF,Ouham,Bossangoa,Ben Zambe,CAF032,CAF032001,CAF032001004
Boro 2, ,0,0,CAF0320010040031,Village,CAF,Ouham,Bossangoa,Ben Zambe,CAF032,CAF032001,CAF032001004
Borro Bondako, ,0,0,CAF0320010040032,Village,CAF,Ouham,Bossangoa,Ben Zambe,CAF032,CAF032001,CAF032001004
Bossende, ,0,0,CAF0320010040033,Village,CAF,Ouham,Bossangoa,Ben Zambe,CAF032,CAF032001,CAF032001004
Bossokpa, ,0,0,CAF0320010040034,Village,CAF,Ouham,Bossangoa,Ben Zambe,CAF032,CAF032001,CAF032001004
Botabo, ,0,0,CAF0320010040035,Village,CAF,Ouham,Bossangoa,Ben Zambe,CAF032,CAF032001,CAF032001004
Botanga, ,0,0,CAF0320010040036,Village,CAF,Ouham,Bossangoa,Ben Zambe,CAF032,CAF032001,CAF032001004
Botangou, ,0,0,CAF0320010040037,Village,CAF,Ouham,Bossangoa,Ben Zambe,CAF032,CAF032001,CAF032001004
Botare,Botare,0,0,CAF0320010040038,Village,CAF,Ouham,Bossangoa,Ben Zambe,CAF032,CAF032001,CAF032001004
Botengue, ,0,0,CAF0320010040039,Village,CAF,Ouham,Bossangoa,Ben Zambe,CAF032,CAF032001,CAF032001004
Botoumon, ,0,0,CAF0320010040040,Village,CAF,Ouham,Bossangoa,Ben Zambe,CAF032,CAF032001,CAF032001004
Boyambe, ,0,0,CAF0320010040041,Village,CAF,Ouham,Bossangoa,Ben Zambe,CAF032,CAF032001,CAF032001004
Boyonro, ,0,0,CAF0320010040042,Village,CAF,Ouham,Bossangoa,Ben Zambe,CAF032,CAF032001,CAF032001004
Bozango, ,0,0,CAF0320010040043,Village,CAF,Ouham,Bossangoa,Ben Zambe,CAF032,CAF032001,CAF032001004
Bozanou, ,0,0,CAF0320010040044,Village,CAF,Ouham,Bossangoa,Ben Zambe,CAF032,CAF032001,CAF032001004
Doualeme,Doualeme,0,0,CAF0320010040045,Village,CAF,Ouham,Bossangoa,Ben Zambe,CAF032,CAF032001,CAF032001004
Douasson, ,0,0,CAF0320010040046,Village,CAF,Ouham,Bossangoa,Ben Zambe,CAF032,CAF032001,CAF032001004
Gaga, ,0,0,CAF0320010040047,Village,CAF,Ouham,Bossangoa,Ben Zambe,CAF032,CAF032001,CAF032001004
Gbadore, ,0,0,CAF0320010040048,Village,CAF,Ouham,Bossangoa,Ben Zambe,CAF032,CAF032001,CAF032001004
Gbagai, ,0,0,CAF0320010040049,Village,CAF,Ouham,Bossangoa,Ben Zambe,CAF032,CAF032001,CAF032001004
Gbagiro, ,0,0,CAF0320010040050,Village,CAF,Ouham,Bossangoa,Ben Zambe,CAF032,CAF032001,CAF032001004
Gbakanga, ,0,0,CAF0320010040051,Village,CAF,Ouham,Bossangoa,Ben Zambe,CAF032,CAF032001,CAF032001004
Gbakera, ,0,0,CAF0320010040052,Village,CAF,Ouham,Bossangoa,Ben Zambe,CAF032,CAF032001,CAF032001004
Gola-Kete, ,0,0,CAF0320010040053,Village,CAF,Ouham,Bossangoa,Ben Zambe,CAF032,CAF032001,CAF032001004
Gola-Kota, ,0,0,CAF0320010040054,Village,CAF,Ouham,Bossangoa,Ben Zambe,CAF032,CAF032001,CAF032001004
Gpt Bogame, ,0,0,CAF0320010040055,Village,CAF,Ouham,Bossangoa,Ben Zambe,CAF032,CAF032001,CAF032001004
Gpt Bouansouma, ,0,0,CAF0320010040056,Village,CAF,Ouham,Bossangoa,Ben Zambe,CAF032,CAF032001,CAF032001004
Gpt Bowila, ,0,0,CAF0320010040057,Village,CAF,Ouham,Bossangoa,Ben Zambe,CAF032,CAF032001,CAF032001004
Gpt Gbakora, ,0,0,CAF0320010040058,Village,CAF,Ouham,Bossangoa,Ben Zambe,CAF032,CAF032001,CAF032001004
Guette,Guette,0,0,CAF0320010040059,Village,CAF,Ouham,Bossangoa,Ben Zambe,CAF032,CAF032001,CAF032001004
Kakounda-Dimon, ,0,0,CAF0320010040060,Village,CAF,Ouham,Bossangoa,Ben Zambe,CAF032,CAF032001,CAF032001004
Kalawai,Kalawaye,0,0,CAF0320010040061,Village,CAF,Ouham,Bossangoa,Ben Zambe,CAF032,CAF032001,CAF032001004
Kamona, ,0,0,CAF0320010040062,Village,CAF,Ouham,Bossangoa,Ben Zambe,CAF032,CAF032001,CAF032001004
Karoungba, ,0,0,CAF0320010040063,Village,CAF,Ouham,Bossangoa,Ben Zambe,CAF032,CAF032001,CAF032001004
Koro, ,0,0,CAF0320010040064,Village,CAF,Ouham,Bossangoa,Ben Zambe,CAF032,CAF032001,CAF032001004
Ndonga, ,0,0,CAF0320010040065,Village,CAF,Ouham,Bossangoa,Ben Zambe,CAF032,CAF032001,CAF032001004
Tigabila, ,0,0,CAF0320010040066,Village,CAF,Ouham,Bossangoa,Ben Zambe,CAF032,CAF032001,CAF032001004
Golayan, ,0,0,CAF0320010040067,Village,CAF,Ouham,Bossangoa,Ben Zambe,CAF032,CAF032001,CAF032001004
Bolakaba, ,0,0,CAF0320010040068,Village,CAF,Ouham,Bossangoa,Ben Zambe,CAF032,CAF032001,CAF032001004
Voumi, ,0,0,CAF0320010040069,Village,CAF,Ouham,Bossangoa,Ben Zambe,CAF032,CAF032001,CAF032001004
Abogui, ,0,0,CAF0230010020001,Village,CAF,Sangha-Mbaere,Nola,Bilolo,CAF023,CAF023001,CAF023001002
Adoumandjali, ,0,0,CAF0230010020002,Village,CAF,Sangha-Mbaere,Nola,Bilolo,CAF023,CAF023001,CAF023001002
Anam, ,0,0,CAF0230010020003,Village,CAF,Sangha-Mbaere,Nola,Bilolo,CAF023,CAF023001,CAF023001002
Assegui, ,0,0,CAF0230010020004,Village,CAF,Sangha-Mbaere,Nola,Bilolo,CAF023,CAF023001,CAF023001002
Bakobo, ,0,0,CAF0230010020005,Village,CAF,Sangha-Mbaere,Nola,Bilolo,CAF023,CAF023001,CAF023001002
Bamina, ,0,0,CAF0230010020006,Village,CAF,Sangha-Mbaere,Nola,Bilolo,CAF023,CAF023001,CAF023001002
Bandoka, ,0,0,CAF0230010020007,Village,CAF,Sangha-Mbaere,Nola,Bilolo,CAF023,CAF023001,CAF023001002
Biako, ,0,0,CAF0230010020008,Village,CAF,Sangha-Mbaere,Nola,Bilolo,CAF023,CAF023001,CAF023001002
Bidjo,Bindjo,0,0,CAF0230010020009,Village,CAF,Sangha-Mbaere,Nola,Bilolo,CAF023,CAF023001,CAF023001002
Biguene, ,0,0,CAF0230010020010,Village,CAF,Sangha-Mbaere,Nola,Bilolo,CAF023,CAF023001,CAF023001002
Bikoula, ,0,0,CAF0230010020011,Village,CAF,Sangha-Mbaere,Nola,Bilolo,CAF023,CAF023001,CAF023001002
Domicili, ,0,0,CAF0230010020012,Village,CAF,Sangha-Mbaere,Nola,Bilolo,CAF023,CAF023001,CAF023001002
Kaolo, ,0,0,CAF0230010020013,Village,CAF,Sangha-Mbaere,Nola,Bilolo,CAF023,CAF023001,CAF023001002
Kouna, ,0,0,CAF0230010020014,Village,CAF,Sangha-Mbaere,Nola,Bilolo,CAF023,CAF023001,CAF023001002
Manou, ,0,0,CAF0230010020015,Village,CAF,Sangha-Mbaere,Nola,Bilolo,CAF023,CAF023001,CAF023001002
Mekonga, ,0,0,CAF0230010020016,Village,CAF,Sangha-Mbaere,Nola,Bilolo,CAF023,CAF023001,CAF023001002
Modigui, ,0,0,CAF0230010020017,Village,CAF,Sangha-Mbaere,Nola,Bilolo,CAF023,CAF023001,CAF023001002
Mpombo, ,0,0,CAF0230010020018,Village,CAF,Sangha-Mbaere,Nola,Bilolo,CAF023,CAF023001,CAF023001002
Mpoyo, ,0,0,CAF0230010020019,Village,CAF,Sangha-Mbaere,Nola,Bilolo,CAF023,CAF023001,CAF023001002
Nabondo, ,0,0,CAF0230010020020,Village,CAF,Sangha-Mbaere,Nola,Bilolo,CAF023,CAF023001,CAF023001002
Nabondo 2, ,0,0,CAF0230010020021,Village,CAF,Sangha-Mbaere,Nola,Bilolo,CAF023,CAF023001,CAF023001002
Nikouala,Nkouala,0,0,CAF0230010020022,Village,CAF,Sangha-Mbaere,Nola,Bilolo,CAF023,CAF023001,CAF023001002
Nitondo,Ntondo,0,0,CAF0230010020023,Village,CAF,Sangha-Mbaere,Nola,Bilolo,CAF023,CAF023001,CAF023001002
Ntomori, ,0,0,CAF0230010020024,Village,CAF,Sangha-Mbaere,Nola,Bilolo,CAF023,CAF023001,CAF023001002
Siembo, ,0,0,CAF0230010020025,Village,CAF,Sangha-Mbaere,Nola,Bilolo,CAF023,CAF023001,CAF023001002
Somba, ,0,0,CAF0230010020026,Village,CAF,Sangha-Mbaere,Nola,Bilolo,CAF023,CAF023001,CAF023001002
Zakandji, ,0,0,CAF0230010020027,Village,CAF,Sangha-Mbaere,Nola,Bilolo,CAF023,CAF023001,CAF023001002
Ziendi, ,0,0,CAF0230010020028,Village,CAF,Sangha-Mbaere,Nola,Bilolo,CAF023,CAF023001,CAF023001002
Tomori, ,0,0,CAF0230010020029,Village,CAF,Sangha-Mbaere,Nola,Bilolo,CAF023,CAF023001,CAF023001002
Babona, ,0,0,CAF0310040070001,Village,CAF,Ouham Pende,Paoua,Bimbi,CAF031,CAF031004,CAF031004007
Bangba, ,0,0,CAF0310040070002,Village,CAF,Ouham Pende,Paoua,Bimbi,CAF031,CAF031004,CAF031004007
Bavara,Bavara 1,0,0,CAF0310040070003,Village,CAF,Ouham Pende,Paoua,Bimbi,CAF031,CAF031004,CAF031004007
Bavara 2, ,0,0,CAF0310040070004,Village,CAF,Ouham Pende,Paoua,Bimbi,CAF031,CAF031004,CAF031004007
Bavara 3, ,0,0,CAF0310040070005,Village,CAF,Ouham Pende,Paoua,Bimbi,CAF031,CAF031004,CAF031004007
Beguira, ,0,0,CAF0310040070006,Village,CAF,Ouham Pende,Paoua,Bimbi,CAF031,CAF031004,CAF031004007
Benguele, ,0,0,CAF0310040070007,Village,CAF,Ouham Pende,Paoua,Bimbi,CAF031,CAF031004,CAF031004007
Berembe, ,0,0,CAF0310040070008,Village,CAF,Ouham Pende,Paoua,Bimbi,CAF031,CAF031004,CAF031004007
Boadi, ,0,0,CAF0310040070009,Village,CAF,Ouham Pende,Paoua,Bimbi,CAF031,CAF031004,CAF031004007
Boaya, ,0,0,CAF0310040070010,Village,CAF,Ouham Pende,Paoua,Bimbi,CAF031,CAF031004,CAF031004007
Bobaya, ,0,0,CAF0310040070011,Village,CAF,Ouham Pende,Paoua,Bimbi,CAF031,CAF031004,CAF031004007
Bobele, ,0,0,CAF0310040070012,Village,CAF,Ouham Pende,Paoua,Bimbi,CAF031,CAF031004,CAF031004007
Bofade, ,0,0,CAF0310040070013,Village,CAF,Ouham Pende,Paoua,Bimbi,CAF031,CAF031004,CAF031004007
Bogondo, ,0,0,CAF0310040070014,Village,CAF,Ouham Pende,Paoua,Bimbi,CAF031,CAF031004,CAF031004007
Bogoum 1, ,0,0,CAF0310040070015,Village,CAF,Ouham Pende,Paoua,Bimbi,CAF031,CAF031004,CAF031004007
Bogoum 2, ,0,0,CAF0310040070016,Village,CAF,Ouham Pende,Paoua,Bimbi,CAF031,CAF031004,CAF031004007
Bondia 1, ,0,0,CAF0310040070017,Village,CAF,Ouham Pende,Paoua,Bimbi,CAF031,CAF031004,CAF031004007
Bondia 2, ,0,0,CAF0310040070018,Village,CAF,Ouham Pende,Paoua,Bimbi,CAF031,CAF031004,CAF031004007
Bondia 3, ,0,0,CAF0310040070019,Village,CAF,Ouham Pende,Paoua,Bimbi,CAF031,CAF031004,CAF031004007
Bonguim, ,0,0,CAF0310040070020,Village,CAF,Ouham Pende,Paoua,Bimbi,CAF031,CAF031004,CAF031004007
Bourou, ,0,0,CAF0310040070021,Village,CAF,Ouham Pende,Paoua,Bimbi,CAF031,CAF031004,CAF031004007
Bowe 1, ,0,0,CAF0310040070022,Village,CAF,Ouham Pende,Paoua,Bimbi,CAF031,CAF031004,CAF031004007
Dana, ,0,0,CAF0310040070023,Village,CAF,Ouham Pende,Paoua,Bimbi,CAF031,CAF031004,CAF031004007
Dari, ,0,0,CAF0310040070024,Village,CAF,Ouham Pende,Paoua,Bimbi,CAF031,CAF031004,CAF031004007
Deke 1,Deke 1,0,0,CAF0310040070025,Village,CAF,Ouham Pende,Paoua,Bimbi,CAF031,CAF031004,CAF031004007
Doula, ,0,0,CAF0310040070026,Village,CAF,Ouham Pende,Paoua,Bimbi,CAF031,CAF031004,CAF031004007
Gbadore, ,0,0,CAF0310040070027,Village,CAF,Ouham Pende,Paoua,Bimbi,CAF031,CAF031004,CAF031004007
Gbangoro, ,0,0,CAF0310040070028,Village,CAF,Ouham Pende,Paoua,Bimbi,CAF031,CAF031004,CAF031004007
Gbong 1, ,0,0,CAF0310040070029,Village,CAF,Ouham Pende,Paoua,Bimbi,CAF031,CAF031004,CAF031004007
Gbong 2, ,0,0,CAF0310040070030,Village,CAF,Ouham Pende,Paoua,Bimbi,CAF031,CAF031004,CAF031004007
Gbong 3, ,0,0,CAF0310040070031,Village,CAF,Ouham Pende,Paoua,Bimbi,CAF031,CAF031004,CAF031004007
Gbong 4, ,0,0,CAF0310040070032,Village,CAF,Ouham Pende,Paoua,Bimbi,CAF031,CAF031004,CAF031004007
Gobere, ,0,0,CAF0310040070033,Village,CAF,Ouham Pende,Paoua,Bimbi,CAF031,CAF031004,CAF031004007
Gola, ,0,0,CAF0310040070034,Village,CAF,Ouham Pende,Paoua,Bimbi,CAF031,CAF031004,CAF031004007
Gozion 1, ,0,0,CAF0310040070035,Village,CAF,Ouham Pende,Paoua,Bimbi,CAF031,CAF031004,CAF031004007
Gozion 2, ,0,0,CAF0310040070036,Village,CAF,Ouham Pende,Paoua,Bimbi,CAF031,CAF031004,CAF031004007
Kahon 3, ,0,0,CAF0310040070037,Village,CAF,Ouham Pende,Paoua,Bimbi,CAF031,CAF031004,CAF031004007
Kassa, ,0,0,CAF0310040070038,Village,CAF,Ouham Pende,Paoua,Bimbi,CAF031,CAF031004,CAF031004007
Konpere, ,0,0,CAF0310040070039,Village,CAF,Ouham Pende,Paoua,Bimbi,CAF031,CAF031004,CAF031004007
Koutouma, ,0,0,CAF0310040070040,Village,CAF,Ouham Pende,Paoua,Bimbi,CAF031,CAF031004,CAF031004007
Passeur Nana, ,0,0,CAF0310040070041,Village,CAF,Ouham Pende,Paoua,Bimbi,CAF031,CAF031004,CAF031004007
Poudiki, ,0,0,CAF0310040070042,Village,CAF,Ouham Pende,Paoua,Bimbi,CAF031,CAF031004,CAF031004007
Pougoro 1, ,0,0,CAF0310040070043,Village,CAF,Ouham Pende,Paoua,Bimbi,CAF031,CAF031004,CAF031004007
Pougoro 2, ,0,0,CAF0310040070044,Village,CAF,Ouham Pende,Paoua,Bimbi,CAF031,CAF031004,CAF031004007
Poukao,Poukoua,0,0,CAF0310040070045,Village,CAF,Ouham Pende,Paoua,Bimbi,CAF031,CAF031004,CAF031004007
Poumbaindi 2,Poumbaidi 2,0,0,CAF0310040070046,Village,CAF,Ouham Pende,Paoua,Bimbi,CAF031,CAF031004,CAF031004007
Poundeg, ,0,0,CAF0310040070047,Village,CAF,Ouham Pende,Paoua,Bimbi,CAF031,CAF031004,CAF031004007
Tagbin, ,0,0,CAF0310040070048,Village,CAF,Ouham Pende,Paoua,Bimbi,CAF031,CAF031004,CAF031004007
Tasson, ,0,0,CAF0310040070049,Village,CAF,Ouham Pende,Paoua,Bimbi,CAF031,CAF031004,CAF031004007
Tatoum, ,0,0,CAF0310040070050,Village,CAF,Ouham Pende,Paoua,Bimbi,CAF031,CAF031004,CAF031004007
Tikolo, ,0,0,CAF0310040070051,Village,CAF,Ouham Pende,Paoua,Bimbi,CAF031,CAF031004,CAF031004007
Woxo 1, ,0,0,CAF0310040070052,Village,CAF,Ouham Pende,Paoua,Bimbi,CAF031,CAF031004,CAF031004007
Woxo 2, ,0,0,CAF0310040070053,Village,CAF,Ouham Pende,Paoua,Bimbi,CAF031,CAF031004,CAF031004007
Gowe, ,0,0,CAF0310040070054,Village,CAF,Ouham Pende,Paoua,Bimbi,CAF031,CAF031004,CAF031004007
Ganamandji, ,0,0,CAF0310040070055,Village,CAF,Ouham Pende,Paoua,Bimbi,CAF031,CAF031004,CAF031004007
Mremandji, ,0,0,CAF0310040070056,Village,CAF,Ouham Pende,Paoua,Bimbi,CAF031,CAF031004,CAF031004007
Dongara, ,0,0,CAF0310040070057,Village,CAF,Ouham Pende,Paoua,Bimbi,CAF031,CAF031004,CAF031004007
Boguim, ,0,0,CAF0310040070058,Village,CAF,Ouham Pende,Paoua,Bimbi,CAF031,CAF031004,CAF031004007
Bimbo, ,0,0,CAF0110010010001,Capital of prefecture,CAF,Ombella M'Poko,Bimbo,Bimbo,CAF011,CAF011001,CAF011001001
Bafinili, ,0,0,CAF0110010010002,Village,CAF,Ombella M'Poko,Bimbo,Bimbo,CAF011,CAF011001,CAF011001001
Bah, ,0,0,CAF0110010010003,Village,CAF,Ombella M'Poko,Bimbo,Bimbo,CAF011,CAF011001,CAF011001001
Bangui-Kpoka, ,0,0,CAF0110010010004,Village,CAF,Ombella M'Poko,Bimbo,Bimbo,CAF011,CAF011001,CAF011001001
Begoua, ,0,0,CAF0110010010005,Village,CAF,Ombella M'Poko,Bimbo,Bimbo,CAF011,CAF011001,CAF011001001
Bimon 1, ,0,0,CAF0110010010006,Village,CAF,Ombella M'Poko,Bimbo,Bimbo,CAF011,CAF011001,CAF011001001
Bimon 2, ,0,0,CAF0110010010007,Village,CAF,Ombella M'Poko,Bimbo,Bimbo,CAF011,CAF011001,CAF011001001
Boali Croisement, ,0,0,CAF0110010010008,Village,CAF,Ombella M'Poko,Bimbo,Bimbo,CAF011,CAF011001,CAF011001001
Bobandio, ,0,0,CAF0110010010009,Village,CAF,Ombella M'Poko,Bimbo,Bimbo,CAF011,CAF011001,CAF011001001
Bobassa, ,0,0,CAF0110010010010,Village,CAF,Ombella M'Poko,Bimbo,Bimbo,CAF011,CAF011001,CAF011001001
Bobele,Bobele,0,0,CAF0110010010011,Village,CAF,Ombella M'Poko,Bimbo,Bimbo,CAF011,CAF011001,CAF011001001
Bobele, ,0,0,CAF0110010010012,Village,CAF,Ombella M'Poko,Bimbo,Bimbo,CAF011,CAF011001,CAF011001001
Boda 1, ,0,0,CAF0110010010013,Village,CAF,Ombella M'Poko,Bimbo,Bimbo,CAF011,CAF011001,CAF011001001
Bodengbe, ,0,0,CAF0110010010014,Village,CAF,Ombella M'Poko,Bimbo,Bimbo,CAF011,CAF011001,CAF011001001
Bogbade, ,0,0,CAF0110010010015,Village,CAF,Ombella M'Poko,Bimbo,Bimbo,CAF011,CAF011001,CAF011001001
Bogbaya 1, ,0,0,CAF0110010010016,Village,CAF,Ombella M'Poko,Bimbo,Bimbo,CAF011,CAF011001,CAF011001001
Bohere, ,0,0,CAF0110010010017,Village,CAF,Ombella M'Poko,Bimbo,Bimbo,CAF011,CAF011001,CAF011001001
Bombabia, ,0,0,CAF0110010010018,Village,CAF,Ombella M'Poko,Bimbo,Bimbo,CAF011,CAF011001,CAF011001001
Bombele, ,0,0,CAF0110010010019,Village,CAF,Ombella M'Poko,Bimbo,Bimbo,CAF011,CAF011001,CAF011001001
Bomboko, ,0,0,CAF0110010010020,Village,CAF,Ombella M'Poko,Bimbo,Bimbo,CAF011,CAF011001,CAF011001001
Bondio, ,0,0,CAF0110010010021,Village,CAF,Ombella M'Poko,Bimbo,Bimbo,CAF011,CAF011001,CAF011001001
Bondokpo, ,0,0,CAF0110010010022,Village,CAF,Ombella M'Poko,Bimbo,Bimbo,CAF011,CAF011001,CAF011001001
Borossï, ,0,0,CAF0110010010023,Village,CAF,Ombella M'Poko,Bimbo,Bimbo,CAF011,CAF011001,CAF011001001
Bossin, ,0,0,CAF0110010010024,Village,CAF,Ombella M'Poko,Bimbo,Bimbo,CAF011,CAF011001,CAF011001001
Bossouamo, ,0,0,CAF0110010010025,Village,CAF,Ombella M'Poko,Bimbo,Bimbo,CAF011,CAF011001,CAF011001001
Botambi, ,0,0,CAF0110010010026,Village,CAF,Ombella M'Poko,Bimbo,Bimbo,CAF011,CAF011001,CAF011001001
Boteke, ,0,0,CAF0110010010027,Village,CAF,Ombella M'Poko,Bimbo,Bimbo,CAF011,CAF011001,CAF011001001
Bouboui,Bouboui 1,0,0,CAF0110010010028,Village,CAF,Ombella M'Poko,Bimbo,Bimbo,CAF011,CAF011001,CAF011001001
Bouboui 2, ,0,0,CAF0110010010029,Village,CAF,Ombella M'Poko,Bimbo,Bimbo,CAF011,CAF011001,CAF011001001
Bouladoungou, ,0,0,CAF0110010010030,Village,CAF,Ombella M'Poko,Bimbo,Bimbo,CAF011,CAF011001,CAF011001001
Boutili,Boutile,0,0,CAF0110010010031,Village,CAF,Ombella M'Poko,Bimbo,Bimbo,CAF011,CAF011001,CAF011001001
Bozï¿½ï¿½r,Bozï¿½ï¿½rï,0,0,CAF0110010010032,Village,CAF,Ombella M'Poko,Bimbo,Bimbo,CAF011,CAF011001,CAF011001001
Bozere-Kala, ,0,0,CAF0110010010033,Village,CAF,Ombella M'Poko,Bimbo,Bimbo,CAF011,CAF011001,CAF011001001
Delebama, ,0,0,CAF0110010010034,Village,CAF,Ombella M'Poko,Bimbo,Bimbo,CAF011,CAF011001,CAF011001001
Ebou, ,0,0,CAF0110010010035,Village,CAF,Ombella M'Poko,Bimbo,Bimbo,CAF011,CAF011001,CAF011001001
Fafara, ,0,0,CAF0110010010036,Village,CAF,Ombella M'Poko,Bimbo,Bimbo,CAF011,CAF011001,CAF011001001
Gabakassa,Gbakassa,0,0,CAF0110010010037,Village,CAF,Ombella M'Poko,Bimbo,Bimbo,CAF011,CAF011001,CAF011001001
Gbaba, ,0,0,CAF0110010010038,Village,CAF,Ombella M'Poko,Bimbo,Bimbo,CAF011,CAF011001,CAF011001001
Gbaloko 1, ,0,0,CAF0110010010039,Village,CAF,Ombella M'Poko,Bimbo,Bimbo,CAF011,CAF011001,CAF011001001
Gbaloko 2,Gbaloko 2,0,0,CAF0110010010040,Village,CAF,Ombella M'Poko,Bimbo,Bimbo,CAF011,CAF011001,CAF011001001
Gbaloko 3, ,0,0,CAF0110010010041,Village,CAF,Ombella M'Poko,Bimbo,Bimbo,CAF011,CAF011001,CAF011001001
Gbangbo, ,0,0,CAF0110010010042,Village,CAF,Ombella M'Poko,Bimbo,Bimbo,CAF011,CAF011001,CAF011001001
Gbegara, ,0,0,CAF0110010010043,Village,CAF,Ombella M'Poko,Bimbo,Bimbo,CAF011,CAF011001,CAF011001001
Gbili, ,0,0,CAF0110010010044,Village,CAF,Ombella M'Poko,Bimbo,Bimbo,CAF011,CAF011001,CAF011001001
Gbokila, ,0,0,CAF0110010010045,Village,CAF,Ombella M'Poko,Bimbo,Bimbo,CAF011,CAF011001,CAF011001001
Guerengou-Pont, ,0,0,CAF0110010010046,Village,CAF,Ombella M'Poko,Bimbo,Bimbo,CAF011,CAF011001,CAF011001001
Kapou, ,0,0,CAF0110010010047,Village,CAF,Ombella M'Poko,Bimbo,Bimbo,CAF011,CAF011001,CAF011001001
Kassiamba, ,0,0,CAF0110010010048,Village,CAF,Ombella M'Poko,Bimbo,Bimbo,CAF011,CAF011001,CAF011001001
Kembe 1, ,0,0,CAF0110010010049,Village,CAF,Ombella M'Poko,Bimbo,Bimbo,CAF011,CAF011001,CAF011001001
Kodozilo, ,0,0,CAF0110010010050,Village,CAF,Ombella M'Poko,Bimbo,Bimbo,CAF011,CAF011001,CAF011001001
Konga, ,0,0,CAF0110010010051,Village,CAF,Ombella M'Poko,Bimbo,Bimbo,CAF011,CAF011001,CAF011001001
Kongbo, ,0,0,CAF0110010010052,Village,CAF,Ombella M'Poko,Bimbo,Bimbo,CAF011,CAF011001,CAF011001001
Kopetene, ,0,0,CAF0110010010053,Village,CAF,Ombella M'Poko,Bimbo,Bimbo,CAF011,CAF011001,CAF011001001
Koukoulou, ,0,0,CAF0110010010054,Village,CAF,Ombella M'Poko,Bimbo,Bimbo,CAF011,CAF011001,CAF011001001
Koulamandja, ,0,0,CAF0110010010055,Village,CAF,Ombella M'Poko,Bimbo,Bimbo,CAF011,CAF011001,CAF011001001
Kpalongo 1, ,0,0,CAF0110010010056,Village,CAF,Ombella M'Poko,Bimbo,Bimbo,CAF011,CAF011001,CAF011001001
Kpalongo 2,Kpalongo 2,0,0,CAF0110010010057,Village,CAF,Ombella M'Poko,Bimbo,Bimbo,CAF011,CAF011001,CAF011001001
Kpanba 1,Kpangba 1,0,0,CAF0110010010058,Village,CAF,Ombella M'Poko,Bimbo,Bimbo,CAF011,CAF011001,CAF011001001
Kpanba 2,Kpangba 2,0,0,CAF0110010010059,Village,CAF,Ombella M'Poko,Bimbo,Bimbo,CAF011,CAF011001,CAF011001001
Kpangala,Kpangala-Deke,0,0,CAF0110010010060,Village,CAF,Ombella M'Poko,Bimbo,Bimbo,CAF011,CAF011001,CAF011001001
Kpata, ,0,0,CAF0110010010061,Village,CAF,Ombella M'Poko,Bimbo,Bimbo,CAF011,CAF011001,CAF011001001
Kpobanga, ,0,0,CAF0110010010062,Village,CAF,Ombella M'Poko,Bimbo,Bimbo,CAF011,CAF011001,CAF011001001
Leprorserie,Leproserie,0,0,CAF0110010010063,Village,CAF,Ombella M'Poko,Bimbo,Bimbo,CAF011,CAF011001,CAF011001001
Lilando, ,0,0,CAF0110010010064,Village,CAF,Ombella M'Poko,Bimbo,Bimbo,CAF011,CAF011001,CAF011001001
Limassa, ,0,0,CAF0110010010065,Village,CAF,Ombella M'Poko,Bimbo,Bimbo,CAF011,CAF011001,CAF011001001
Liton, ,0,0,CAF0110010010066,Village,CAF,Ombella M'Poko,Bimbo,Bimbo,CAF011,CAF011001,CAF011001001
Maka 1, ,0,0,CAF0110010010067,Village,CAF,Ombella M'Poko,Bimbo,Bimbo,CAF011,CAF011001,CAF011001001
Maka 2, ,0,0,CAF0110010010068,Village,CAF,Ombella M'Poko,Bimbo,Bimbo,CAF011,CAF011001,CAF011001001
Mandamourou, ,0,0,CAF0110010010069,Village,CAF,Ombella M'Poko,Bimbo,Bimbo,CAF011,CAF011001,CAF011001001
Mbay,Mbaye 1,0,0,CAF0110010010070,Village,CAF,Ombella M'Poko,Bimbo,Bimbo,CAF011,CAF011001,CAF011001001
