OBJECTID,VillageAll,PC_DTM,PC_OCHA,PC_UNK,GPS_Source,Duplicate,DuplicatPC,Relation,DataSource,FB_POP,UrbanRural,POINT_X,POINT_Y,admin0Name,admin0Pcod,admin1Name,admin1Pcod,admin2Name,admin2Pcod,admin3Name,admin3Pcod,idps,hh_idp,ind_idp,abris_pdi_,abris_pdi1,retournes,hh_ret_rca,ind_ret_rc,abris_ret_,abris_ret1,retournes_,hh_ret_oth,ind_ret_ot,abris_reto,abris_re_1,TotalPop
1215, Bembor 2, ,31430023, , SIGCAF, ,, , SIGCAF,1020.222236,Urban,16.494492,7.478728,Central African Republic,CF,Ouham Pendé,CF31,Paoua,CF314,Bah-Bessar,CF3143, ,0,0,0,0, ,0,0,0,0, ,0,0, ,0,1020.222236
1216, Benah 1, ,31430026, , SIGCAF, ,, , SIGCAF,548.7558997,Rural,16.502215,7.438757,Central African Republic,CF,Ouham Pendé,CF31,Paoua,CF314,Bah-Bessar,CF3143, ,0,0,0,0, ,0,0,0,0, ,0,0, ,0,548.7558997
1217, Benah 2, ,31430027, , SIGCAF, ,, , SIGCAF,285.9713844,Rural,16.50785,7.503822,Central African Republic,CF,Ouham Pendé,CF31,Paoua,CF314,Bah-Bessar,CF3143, ,0,0,0,0, ,0,0,0,0, ,0,0, ,0,285.9713844
1414, Bende, ,32210004, , SIGCAF, ,, , SIGCAF,1770.068425,Rural,17.413902,6.706772,Central African Republic,CF,Ouham,CF32,Nana-Bakassa,CF322,Nana-Bakassa,CF3221, ,0,0,0,0, ,0,0,0,0, ,0,0, ,0,1770.068425
1232, Bendouba, ,31440034, , SIGCAF, ,, , SIGCAF,429.2102236,Rural,16.529564,7.670806,Central African Republic,CF,Ouham Pendé,CF31,Paoua,CF314,Mia-Péndé,CF3144, ,0,0,0,0, ,0,0,0,0, ,0,0, ,0,429.2102236
1415, Bendoui, ,32210005, , SIGCAF, ,, , SIGCAF,1253.340375,Rural,17.298238,6.958238,Central African Republic,CF,Ouham,CF32,Nana-Bakassa,CF322,Nana-Bakassa,CF3221, ,0,0,0,0, ,0,0,0,0, ,0,0, ,0,1253.340375
473, Benengue, ,11210004, , SIGCAF, ,, , SIGCAF,1446.159494,Rural,18.958526,5.278574,Central African Republic,CF,Ombella M'Poko,CF11,Damara,CF112,Damara,CF1121, ,0,0,0,0, ,0,0,0,0, ,0,0, ,0,1446.159494
971, Benforo, ,22220007, , SIGCAF, ,, , SIGCAF,981.5418859,Rural,15.975536,5.427571,Central African Republic,CF,Nana-Mambéré,CF22,Baoro,CF222,Yoro-Samba Bougoulou,CF2222, ,0,0,0,0, ,0,0,0,0, ,0,0, ,0,981.5418859
1293, Beng Boyo, ,31550003, , SIGCAF, ,, , SIGCAF,668.3115472,Rural,15.297112,6.978522,Central African Republic,CF,Ouham Pendé,CF31,Ngaoundaye,CF315,Mbili,CF3155, ,0,0,0,0, ,0,0,0,0, ,0,0, ,0,668.3115472
1515, Bengakola, ,32540009, , SIGCAF, ,, , SIGCAF,415.1950363,Rural,18.372222,6.136816,Central African Republic,CF,Ouham,CF32,Bouca,CF325,Fafa Boungou,CF3254, ,0,0,0,0, ,0,0,0,0, ,0,0, ,0,415.1950363
1218, Bengorbo 2, ,31430033, , SIGCAF, ,, , SIGCAF,378.7188604,Rural,16.403737,7.335625,Central African Republic,CF,Ouham Pendé,CF31,Paoua,CF314,Bah-Bessar,CF3143, ,0,0,0,0, ,0,0,0,0, ,0,0, ,0,378.7188604
1219, Bengoromb, ,31430034, , SIGCAF, ,, , SIGCAF,471.4663364,Rural,16.364951,7.36475,Central African Republic,CF,Ouham Pendé,CF31,Paoua,CF314,Bah-Bessar,CF3143, ,0,0,0,0, ,0,0,0,0, ,0,0, ,0,471.4663364
1294, Benguedio, ,31550004, , SIGCAF, ,, , SIGCAF,414.8140638,Rural,15.284994,6.977785,Central African Republic,CF,Ouham Pendé,CF31,Ngaoundaye,CF315,Mbili,CF3155, ,0,0,0,0, ,0,0,0,0, ,0,0, ,0,414.8140638
2104, Benguere, ,61310003, , SIGCAF, ,, , SIGCAF,1645.335441,Rural,21.744172,4.610301,Central African Republic,CF,Basse-Kotto,CF61,Kembé,CF613,Kembé,CF6131, ,0,0,0,0, ,0,0,0,0, ,0,0, ,0,1645.335441
1986, Bengues, ,53110027, , SIGCAF, ,, , SIGCAF,464.1674263,Rural,22.434942,10.203859,Central African Republic,CF,Vakaga,CF53,Birao,CF531,Ridina,CF5311, ,0,0,0,0, ,0,0,0,0, ,0,0, ,0,464.1674263
1746, Beni 1, ,42210008, , SIGCAF, ,, , SIGCAF,994.0234613,Rural,19.81671,6.744045,Central African Republic,CF,Nana-Gribizi,CF42,Mbrès,CF422,Mbrés,CF4221, ,0,0,0,0, ,0,0,0,0, ,0,0, ,0,994.0234613
947, Beningue, ,22170002, , SIGCAF, ,, , SIGCAF,571.1661629,Rural,15.835374,5.876452,Central African Republic,CF,Nana-Mambéré,CF22,Bouar,CF221,Doaka-Koursou,CF2217, ,0,0,0,0, ,0,0,0,0, ,0,0, ,0,571.1661629
1238, Beogombo 1, ,31450019, , SIGCAF, ,, , SIGCAF,329.4694358,Rural,16.616119,7.363793,Central African Republic,CF,Ouham Pendé,CF31,Paoua,CF314,Nana-Barya,CF3145, ,0,0,0,0, ,0,0,0,0, ,0,0, ,0,329.4694358
1233, Beogombo 3, ,31440038, , SIGCAF, ,, , SIGCAF,341.016342,Rural,16.605339,7.564045,Central African Republic,CF,Ouham Pendé,CF31,Paoua,CF314,Mia-Péndé,CF3144, ,0,0,0,0, ,0,0,0,0, ,0,0, ,0,341.016342
1181, Beorobin, ,31410003, , SIGCAF, ,, , SIGCAF,1656.579032,Rural,16.172306,7.278295,Central African Republic,CF,Ouham Pendé,CF31,Paoua,CF314,Paoua,CF3141, ,0,0,0,0, ,0,0,0,0, ,0,0, ,0,1656.579032
1528, Beoula, ,32620006, , SIGCAF, ,, , SIGCAF,415.8928016,Rural,18.175388,7.282831,Central African Republic,CF,Ouham,CF32,Batangafo,CF326,Bédé,CF3262, ,0,0,0,0, ,0,0,0,0, ,0,0, ,0,415.8928016
1360, Bera, ,32150003, , SIGCAF, ,, , SIGCAF,797.0264194,Rural,16.909148,6.56172,Central African Republic,CF,Ouham,CF32,Bossangoa,CF321,Ouham Bac,CF3215, ,0,0,0,0, ,0,0,0,0, ,0,0, ,0,797.0264194
762, Berberati, ,21150001, , SIGCAF, ,, , SIGCAF,7711.565557,Urban,15.787529,4.255473,Central African Republic,CF,Mambéré-Kadéï,CF21,Berbérati,CF211,Basse-Batouri,CF2115, ,0,0,0,0, ,0,0,0,0, ,0,0, ,0,7711.565557
649, Berna Beng, ,12180002, , SIGCAF, ,, , SIGCAF,2518.76322,Rural,18.096316,3.673389,Central African Republic,CF,Lobaye,CF12,Mbaïki,CF121,Balé-Loko,CF1218, ,0,0,0,0, ,0,0,0,0, ,0,0, ,0,2518.76322
890, Bessan, ,22130007, , SIGCAF, ,, , SIGCAF,1617.932573,Rural,15.551664,6.027443,Central African Republic,CF,Nana-Mambéré,CF22,Bouar,CF221,Herman-Brousse,CF2213, ,0,0,0,0, ,0,0,0,0, ,0,0, ,0,1617.932573
1904, Beta, ,43430008, , SIGCAF, ,, , SIGCAF,601.6924475,Rural,20.376726,4.883825,Central African Republic,CF,Ouaka,CF43,Kouango,CF434,Cochio-Toulou,CF4343, ,0,0,0,0, ,0,0,0,0, ,0,0, ,0,601.6924475
1099, Betara, ,31140005, , SIGCAF, ,, , SIGCAF,329.2731913,Rural,16.36528,6.440379,Central African Republic,CF,Ouham Pendé,CF31,Bozoum,CF311,Kouazo,CF3114, ,0,0,0,0, ,0,0,0,0, ,0,0, ,0,329.2731913
948, Beta-Yota, ,22170004, , SIGCAF, ,, , SIGCAF,351.0837882,Rural,15.787351,6.058641,Central African Republic,CF,Nana-Mambéré,CF22,Bouar,CF221,Doaka-Koursou,CF2217, ,0,0,0,0, ,0,0,0,0, ,0,0, ,0,351.0837882
1165, Bethanie, ,31310008, , SIGCAF, ,, , SIGCAF,440.7060684,Rural,15.214687,6.868426,Central African Republic,CF,Ouham Pendé,CF31,Koui,CF313,Koui,CF3131, ,0,0,0,0, ,0,0,0,0, ,0,0, ,0,440.7060684
1182, Betoboinda 1, ,31410004, , SIGCAF, ,, , SIGCAF,516.423423,Rural,16.551312,7.252069,Central African Republic,CF,Ouham Pendé,CF31,Paoua,CF314,Paoua,CF3141, ,0,0,0,0, ,0,0,0,0, ,0,0, ,0,516.423423
1220, Betoboinda 3, ,31430041, , SIGCAF, ,, , SIGCAF,255.055559,Rural,16.301708,7.37814,Central African Republic,CF,Ouham Pendé,CF31,Paoua,CF314,Bah-Bessar,CF3143, ,0,0,0,0, ,0,0,0,0, ,0,0, ,0,255.055559
1223, Betoko 1, ,31440001, , SIGCAF, ,, , SIGCAF,2510.585828,Urban,16.554654,7.5909474,Central African Republic,CF,Ouham Pendé,CF31,Paoua,CF314,Mia-Péndé,CF3144, ,0,0,0,0, ,0,0,0,0, ,0,0, ,0,2510.585828
1221, Betokomia 1, ,31430042, , SIGCAF, ,, , SIGCAF,1039.320471,Rural,16.434712,7.29746,Central African Republic,CF,Ouham Pendé,CF31,Paoua,CF314,Bah-Bessar,CF3143, ,0,0,0,0, ,0,0,0,0, ,0,0, ,0,1039.320471
1361, Betokori, ,32150004, , SIGCAF, ,, , SIGCAF,984.0836403,Rural,16.866746,6.610565,Central African Republic,CF,Ouham,CF32,Bossangoa,CF321,Ouham Bac,CF3215, ,0,0,0,0, ,0,0,0,0, ,0,0, ,0,984.0836403
1239, Betomboinda 4, ,31450025, , SIGCAF, ,, , SIGCAF,913.003015,Rural,16.5637,7.264414,Central African Republic,CF,Ouham Pendé,CF31,Paoua,CF314,Nana-Barya,CF3145, ,0,0,0,0, ,0,0,0,0, ,0,0, ,0,913.003015
942, Bewiti, ,22160005, , SIGCAF, ,, , SIGCAF,722.8324033,Rural,15.22617,5.818022,Central African Republic,CF,Nana-Mambéré,CF22,Bouar,CF221,Béa-Nana,CF2216, ,0,0,0,0, ,0,0,0,0, ,0,0, ,0,722.8324033
1064, Beya, ,23130006, , SIGCAF, ,, , SIGCAF,2839.875449,Rural,16.194292,3.334294,Central African Republic,CF,Sangha-Mbaéré,CF23,Nola,CF231,Salo,CF2313, ,0,0,0,0, ,0,0,0,0, ,0,0, ,0,2839.875449
1470, Beya, ,32510018, , SIGCAF, ,, , SIGCAF,543.7840879,Rural,18.479614,6.509642,Central African Republic,CF,Ouham,CF32,Bouca,CF325,Bouca Bobo,CF3251, ,0,0,0,0, ,0,0,0,0, ,0,0, ,0,543.7840879
1674, Beya, ,41420006, , SIGCAF, ,, , SIGCAF,2260.011117,Urban,19.420978,5.137822,Central African Republic,CF,Kémo,CF41,Ndjoukou,CF414,Galabadja,CF4142, ,0,0,0,0, ,0,0,0,0, ,0,0, ,0,2260.011117
777, Beyele, ,21310004, , SIGCAF, ,, , SIGCAF,411.8389423,Rural,15.813334,4.727885,Central African Republic,CF,Mambéré-Kadéï,CF21,Carnot,CF213,Carnot,CF2131, ,0,0,0,0, ,0,0,0,0, ,0,0, ,0,411.8389423
1657, Beyere-Yao, ,41410001, , SIGCAF, ,, , SIGCAF,306.5384104,Rural,19.217486,5.005482,Central African Republic,CF,Kémo,CF41,Ndjoukou,CF414,Galafondo,CF4141, ,0,0,0,0, ,0,0,0,0, ,0,0, ,0,306.5384104
1362, Bezang Wene, ,32150005, , SIGCAF, ,, , SIGCAF,305.4955047,Rural,17.3872,6.467202,Central African Republic,CF,Ouham,CF32,Bossangoa,CF321,Ouham Bac,CF3215, ,0,0,0,0, ,0,0,0,0, ,0,0, ,0,305.4955047
1544, Bezanga, ,32630001, , SIGCAF, ,, , SIGCAF,1348.545009,Rural,18.041296,7.215924,Central African Republic,CF,Ouham,CF32,Batangafo,CF326,Hama,CF3263, ,0,0,0,0, ,0,0,0,0, ,0,0, ,0,1348.545009
1279, Bezere, ,31530003, , SIGCAF, ,, , SIGCAF,1567.075352,Urban,15.560622,7.080536,Central African Republic,CF,Ouham Pendé,CF31,Ngaoundaye,CF315,Kodi,CF3153, ,0,0,0,0,oui,0,0,0,0,oui,0,0, ,0,1567.075352
1574, Bezomon, ,32720001, , SIGCAF, ,, , SIGCAF,289.9344181,Rural,18.517944,7.292139,Central African Republic,CF,Ouham,CF32,Kabo,CF327,Ouaki,CF3272, ,0,0,0,0, ,0,0,0,0, ,0,0, ,0,289.9344181
548, Bgboyo 1, ,11610004, , SIGCAF, ,, , SIGCAF,1267.408372,Rural,17.025272,5.366733,Central African Republic,CF,Ombella M'Poko,CF11,Yaloké,CF116,Yaloké,CF1161, ,0,0,0,0, ,0,0,0,0, ,0,0, ,0,1267.408372
1118, Bia, ,31210011, , SIGCAF, ,, , SIGCAF,293.6023739,Rural,15.982904,6.573532,Central African Republic,CF,Ouham Pendé,CF31,Bocaranga,CF312,Bocaranga,CF3121, ,0,0,0,0, ,0,0,0,0, ,0,0, ,0,293.6023739
1055, Biako, ,23120008, , SIGCAF, ,, , SIGCAF,495.6773255,Rural,15.90098,3.447573,Central African Republic,CF,Sangha-Mbaéré,CF23,Nola,CF231,Bilolo,CF2312, ,0,0,0,0, ,0,0,0,0, ,0,0, ,0,495.6773255
581, Biami, ,12120005, , SIGCAF, ,, , SIGCAF,869.5561226,Rural,18.162654,3.971724,Central African Republic,CF,Lobaye,CF12,Mbaïki,CF121,Mbata,CF1212, ,0,0,0,0, ,0,0,0,0, ,0,0, ,0,869.5561226
1905, Bianga, ,43430009, , SIGCAF, ,, , SIGCAF,640.9332593,Rural,20.40309,4.843375,Central African Republic,CF,Ouaka,CF43,Kouango,CF434,Cochio-Toulou,CF4343, ,0,0,0,0, ,0,0,0,0, ,0,0, ,0,640.9332593
2114, Bidangou, ,61320006, , SIGCAF, ,, , SIGCAF,707.0719663,Rural,21.703152,4.593779,Central African Republic,CF,Basse-Kotto,CF61,Kembé,CF613,Mboui,CF6132, ,0,0,0,0, ,0,0,0,0, ,0,0, ,0,707.0719663
1658, Bidili, ,41410002, , SIGCAF, ,, , SIGCAF,927.6820314,Rural,19.203326,5.177673,Central African Republic,CF,Kémo,CF41,Ndjoukou,CF414,Galafondo,CF4141, ,0,0,0,0, ,0,0,0,0, ,0,0, ,0,927.6820315
1056, Bidjo, ,23120009, , SIGCAF, ,, , SIGCAF,592.6576718,Rural,15.948212,3.457909,Central African Republic,CF,Sangha-Mbaéré,CF23,Nola,CF231,Bilolo,CF2312, ,0,0,0,0, ,0,0,0,0, ,0,0, ,0,592.6576718
2115, Bidjou, ,61320007, , SIGCAF, ,, , SIGCAF,512.0176308,Rural,21.554256,4.59757,Central African Republic,CF,Basse-Kotto,CF61,Kembé,CF613,Mboui,CF6132, ,0,0,0,0, ,0,0,0,0, ,0,0, ,0,512.0176308
2116, Bidou 1, ,61320008, , SIGCAF, ,, , SIGCAF,2834.383313,Rural,21.693528,4.466937,Central African Republic,CF,Basse-Kotto,CF61,Kembé,CF613,Mboui,CF6132, ,0,0,0,0, ,0,0,0,0, ,0,0, ,0,2834.383313
2117, Bidou 2, ,61320009, , SIGCAF, ,, , SIGCAF,1139.848773,Rural,21.682622,4.435024,Central African Republic,CF,Basse-Kotto,CF61,Kembé,CF613,Mboui,CF6132, ,0,0,0,0, ,0,0,0,0, ,0,0, ,0,1139.848773
1057, Bikoula, ,23120011, , SIGCAF, ,, , SIGCAF,732.7403942,Rural,15.832897,3.431149,Central African Republic,CF,Sangha-Mbaéré,CF23,Nola,CF231,Bilolo,CF2312, ,0,0,0,0, ,0,0,0,0, ,0,0, ,0,732.7403942
1649, Bila, ,41310005, , SIGCAF, ,, , SIGCAF,1671.068008,Rural,19.54689,6.100629,Central African Republic,CF,Kémo,CF41,Mala,CF413,Mala,CF4131, ,0,0,0,0, ,0,0,0,0, ,0,0, ,0,1671.068008
1575, Bilalo, ,32720002, , SIGCAF, ,, , SIGCAF,451.0090949,Rural,18.72297,7.4089,Central African Republic,CF,Ouham,CF32,Kabo,CF327,Ouaki,CF3272, ,0,0,0,0, ,0,0,0,0, ,0,0, ,0,451.0090949
1275, Bildera, ,31520005, , SIGCAF, ,, , SIGCAF,3931.22842,Urban,15.727739,7.367239,Central African Republic,CF,Ouham Pendé,CF31,Ngaoundaye,CF315,Lim,CF3152, ,0,0,0,0, ,0,0,0,0, ,0,0, ,0,3931.22842
1138, Bilingaro, ,31220002, , SIGCAF, ,, , SIGCAF,1319.278007,Rural,15.964571,7.048032,Central African Republic,CF,Ouham Pendé,CF31,Bocaranga,CF312,Loura,CF3122, ,0,0,0,0, ,0,0,0,0, ,0,0, ,0,1319.278007
949, Billock, ,22170005, , SIGCAF, ,, , SIGCAF,1273.333739,Rural,15.827556,5.892507,Central African Republic,CF,Nana-Mambéré,CF22,Bouar,CF221,Doaka-Koursou,CF2217, ,0,0,0,0, ,0,0,0,0, ,0,0, ,0,1273.333739
1280, Bilzome, ,31530007, , SIGCAF, ,, , SIGCAF,1920.435481,Rural,15.528551,7.147295,Central African Republic,CF,Ouham Pendé,CF31,Ngaoundaye,CF315,Kodi,CF3153, ,0,0,0,0, ,0,0,0,0, ,0,0, ,0,1920.435481
1641, Bimbi, ,41230008, , SIGCAF, ,, , SIGCAF,797.1440899,Rural,19.12343,6.10352,Central African Republic,CF,Kémo,CF41,Dékoa,CF412,Guiffa,CF4123, ,0,0,0,0, ,0,0,0,0, ,0,0, ,0,797.1440899
387, Bimbo, ,11110001, , SIGCAF, ,, , SIGCAF,18743.3116,Urban,18.522989,4.329624,Central African Republic,CF,Ombella M'Poko,CF11,Bimbo,CF111,Bimbo,CF1111, ,0,0,0,0, ,0,0,0,0, ,0,0, ,0,18743.3116
618, Bimbo, ,12140002, , SIGCAF, ,, , SIGCAF,1394.662557,Rural,17.676866,4.07689,Central African Republic,CF,Lobaye,CF12,Mbaïki,CF121,Bogongo Gaza,CF1214, ,0,0,0,0, ,0,0,0,0, ,0,0, ,0,1394.662557
392, Bimon 1, ,11110006, , SIGCAF, ,, , SIGCAF,3093.052593,Rural,18.309274,4.310945,Central African Republic,CF,Ombella M'Poko,CF11,Bimbo,CF111,Bimbo,CF1111, ,0,0,0,0, ,0,0,0,0, ,0,0, ,0,3093.052593
393, Bimon 2, ,11110007, , SIGCAF, ,, , SIGCAF,545.1576926,Rural,18.30022,4.316259,Central African Republic,CF,Ombella M'Poko,CF11,Bimbo,CF111,Bimbo,CF1111, ,0,0,0,0, ,0,0,0,0, ,0,0, ,0,545.1576926
738, Bindi, ,21130009, , SIGCAF, ,, , SIGCAF,2048.692088,Rural,15.415673,4.263323,Central African Republic,CF,Mambéré-Kadéï,CF21,Berbérati,CF211,Ouakanga,CF2113, ,0,0,0,0, ,0,0,0,0, ,0,0, ,0,2048.692088
1598, Bindi, ,41120007, , SIGCAF, ,, , SIGCAF,732.2211945,Rural,19.144166,5.873855,Central African Republic,CF,Kémo,CF41,Sibut,CF411,Ngoumbele,CF4112, ,0,0,0,0, ,0,0,0,0, ,0,0, ,0,732.2211945
1797, Bindi, ,43140010, , SIGCAF, ,, , SIGCAF,488.629593,Rural,20.679222,5.845827,Central African Republic,CF,Ouaka,CF43,Bambari,CF431,Pladama-Ouaka,CF4314, ,0,0,0,0, ,0,0,0,0, ,0,0, ,0,488.629593
1768, Binguipou, ,43120017, , SIGCAF, ,, , SIGCAF,301.6604793,Urban,21.095236,5.881503,Central African Republic,CF,Ouaka,CF43,Bambari,CF431,Danga-Gboudou,CF4312, ,0,0,0,0, ,0,0,0,0, ,0,0, ,0,301.6604793
836, Binoumbi, ,21610006, , SIGCAF, ,, , SIGCAF,1006.094443,Rural,15.358505,3.839451,Central African Republic,CF,Mambéré-Kadéï,CF21,Dédé-Mokouba,CF216,Haute-Kadéi,CF2161, ,0,0,0,0, ,0,0,0,0, ,0,0, ,0,1006.094443
753, Bioka, ,21140006, , SIGCAF, ,, , SIGCAF,1955.461159,Rural,16.312843,4.24574,Central African Republic,CF,Mambéré-Kadéï,CF21,Berbérati,CF211,Basse-Mambéré,CF2114, ,0,0,0,0, ,0,0,0,0, ,0,0, ,0,1955.461159
1434, Biranga, ,32310016, , SIGCAF, ,, , SIGCAF,490.0665391,Rural,17.24459,7.287041,Central African Republic,CF,Ouham,CF32,Markounda,CF323,Nana Markounda,CF3231, ,0,0,0,0, ,0,0,0,0, ,0,0, ,0,490.0665391
1983, Birao, ,53110001, , SIGCAF, ,, , SIGCAF,1461.574813,Rural,22.793377,10.273031,Central African Republic,CF,Vakaga,CF53,Birao,CF531,Ridina,CF5311, ,0,0,0,0, ,0,0,0,0, ,0,0, ,0,1461.574813
2280, Bissango, ,62310017, , SIGCAF, ,, , SIGCAF,697.7572311,Rural,21.925926,4.643626,Central African Republic,CF,Mbomou,CF62,Gambo,CF623,Gambo,CF6231, ,0,0,0,0, ,0,0,0,0, ,0,0, ,0,697.7572311
1704, Bissekou 3, ,42130003, , SIGCAF, ,, , SIGCAF,3282.834144,Rural,18.907748,7.210632,Central African Republic,CF,Nana-Gribizi,CF42,Kaga-Bandoro,CF421,Nana-Outa,CF4213, ,0,0,0,0, ,0,0,0,0, ,0,0, ,0,3282.834144
1705, Bissikebou 1, ,42130004, , SIGCAF, ,, , SIGCAF,615.9843316,Rural,18.906692,7.204065,Central African Republic,CF,Nana-Gribizi,CF42,Kaga-Bandoro,CF421,Nana-Outa,CF4213, ,0,0,0,0, ,0,0,0,0, ,0,0, ,0,615.9843316
1706, Bissikebou 2, ,42130005, , SIGCAF, ,, , SIGCAF,1492.856145,Rural,18.882696,7.222493,Central African Republic,CF,Nana-Gribizi,CF42,Kaga-Bandoro,CF421,Nana-Outa,CF4213, ,0,0,0,0, ,0,0,0,0, ,0,0, ,0,1492.856145
1270, Bitao, ,31510006, , SIGCAF, ,, , SIGCAF,1780.202177,Rural,15.708974,7.132225,Central African Republic,CF,Ouham Pendé,CF31,Ngaoundaye,CF315,Dilouki,CF3151, ,0,0,0,0, ,0,0,0,0, ,0,0, ,0,1780.202177
1747, Blakadja, ,42210010, , SIGCAF, ,, , SIGCAF,1980.997111,Rural,19.616736,6.678872,Central African Republic,CF,Nana-Gribizi,CF42,Mbrès,CF422,Mbrés,CF4221, ,0,0,0,0, ,0,0,0,0, ,0,0, ,0,1980.997111
2139, Blema, ,61510012, , SIGCAF, ,, , SIGCAF,916.7252881,Rural,20.775012,4.539325,Central African Republic,CF,Basse-Kotto,CF61,Zangba,CF615,Ouambé,CF6151, ,0,0,0,0, ,0,0,0,0, ,0,0, ,0,916.7252881
2156, Blengbe, ,61520003, , SIGCAF, ,, , SIGCAF,458.2135904,Rural,20.912856,4.688089,Central African Republic,CF,Basse-Kotto,CF61,Zangba,CF615,Yabongo,CF6152, ,0,0,0,0, ,0,0,0,0, ,0,0, ,0,458.2135904
1382, Bo 1, ,32160005, , SIGCAF, ,, ," SIGCAF, verified by OCHA field staff",935.8593567,Rural,17.370744,6.521509,Central African Republic,CF,Ouham,CF32,Bossangoa,CF321,Ndoro Mboli,CF3216, ,0,0,0,0, ,0,0,0,0, ,0,0, ,0,935.8593567
1599, Boakana, ,41120008, , SIGCAF, ,, , SIGCAF,1150.633306,Rural,19.424674,5.751052,Central African Republic,CF,Kémo,CF41,Sibut,CF411,Ngoumbele,CF4112, ,0,0,0,0, ,0,0,0,0, ,0,0, ,0,1150.633306
1600, Boakana 2, ,41120009, , SIGCAF, ,, , SIGCAF,822.8771519,Rural,19.580674,5.798592,Central African Republic,CF,Kémo,CF41,Sibut,CF411,Ngoumbele,CF4112, ,0,0,0,0, ,0,0,0,0, ,0,0, ,0,822.8771519
1085, Boala, ,31130004, , SIGCAF, ,, , SIGCAF,802.6246322,Rural,16.140936,6.208835,Central African Republic,CF,Ouham Pendé,CF31,Bozoum,CF311,Birvan-Bolé,CF3113, ,0,0,0,0, ,0,0,0,0, ,0,0, ,0,802.6246322
509, Boali, ,11410001, , SIGCAF, ,, , SIGCAF,5252.795584,Urban,18.001717,4.87725,Central African Republic,CF,Ombella M'Poko,CF11,Boali,CF114,Boali,CF1141, ,0,0,0,0, ,0,0,0,0, ,0,0, ,0,5252.795584
1377, Boali, ,32150050, , SIGCAF, ,, , Verified from OCHA field staff,390.380287,Rural,17.34849048,6.449600537,Central African Republic,CF,Ouham,CF32,Bossangoa,CF321,Ouham Bac,CF3215, ,0,0,0,0, ,0,0,0,0, ,0,0, ,0,390.380287
527, Boali 2, ,11510005, , SIGCAF, ,, , SIGCAF,844.2873203,Rural,17.635134,5.478231,Central African Republic,CF,Ombella M'Poko,CF11,Bossembélé,CF115,Bossembélé,CF1151, ,0,0,0,0, ,0,0,0,0, ,0,0, ,0,844.2873203
394, Boali Croisement, ,11110008, , SIGCAF, ,, , SIGCAF,3443.101217,Urban,18.465686,4.524176,Central African Republic,CF,Ombella M'Poko,CF11,Bimbo,CF111,Bimbo,CF1111, ,0,0,0,0, ,0,0,0,0, ,0,0, ,0,3443.101217
1659, Boambale, ,41410003, , SIGCAF, ,, , SIGCAF,580.8096197,Rural,19.095168,5.437584,Central African Republic,CF,Kémo,CF41,Ndjoukou,CF414,Galafondo,CF4141, ,0,0,0,0, ,0,0,0,0, ,0,0, ,0,580.8096197
1601, Boambali 1, ,41120010, , SIGCAF, ,, , SIGCAF,1324.971685,Rural,19.556686,5.795727,Central African Republic,CF,Kémo,CF41,Sibut,CF411,Ngoumbele,CF4112, ,0,0,0,0, ,0,0,0,0, ,0,0, ,0,1324.971685
549, Boane, ,11610006, , SIGCAF, ,, , SIGCAF,655.1856839,Urban,17.06982,5.345105,Central African Republic,CF,Ombella M'Poko,CF11,Yaloké,CF116,Yaloké,CF1161, ,0,0,0,0, ,0,0,0,0, ,0,0, ,0,655.1856839
1297, Boane 1, ,31610005, , SIGCAF, ,, , SIGCAF,276.3105738,Rural,16.597834,5.622643,Central African Republic,CF,Ouham Pendé,CF31,Bossemtélé,CF316,Binon,CF3161, ,0,0,0,0, ,0,0,0,0, ,0,0, ,0,276.3105738
1617, Boanga, ,41210005, , SIGCAF, ,, , SIGCAF,1826.855542,Rural,19.088722,6.350925,Central African Republic,CF,Kémo,CF41,Dékoa,CF412,Dekoa,CF4121, ,0,0,0,0, ,0,0,0,0, ,0,0, ,0,1826.855542
1504, Boani 1, ,32530004, , SIGCAF, ,, , SIGCAF,575.9348516,Rural,18.091352,6.684635,Central African Republic,CF,Ouham,CF32,Bouca,CF325,Ouham Fafa,CF3253, ,0,0,0,0, ,0,0,0,0, ,0,0, ,0,575.9348516
1505, Boani 2, ,32530005, , SIGCAF, ,, , SIGCAF,875.7365552,Rural,17.964864,6.807029,Central African Republic,CF,Ouham,CF32,Bouca,CF325,Ouham Fafa,CF3253, ,0,0,0,0, ,0,0,0,0, ,0,0, ,0,875.7365552
1675, Boasse Doukoulou, ,41420007, , SIGCAF, ,, , SIGCAF,394.2698522,Rural,19.457362,5.164013,Central African Republic,CF,Kémo,CF41,Ndjoukou,CF414,Galabadja,CF4142, ,0,0,0,0, ,0,0,0,0, ,0,0, ,0,394.2698522
1676, Boasse Karadja, ,41420008, , SIGCAF, ,, , SIGCAF,837.8234359,Rural,19.503822,5.185818,Central African Republic,CF,Kémo,CF41,Ndjoukou,CF414,Galabadja,CF4142, ,0,0,0,0, ,0,0,0,0, ,0,0, ,0,837.8234359
1677, Boasse Kardia, ,41420009, , SIGCAF, ,, , SIGCAF,450.5941168,Rural,19.73919,5.137152,Central African Republic,CF,Kémo,CF41,Ndjoukou,CF414,Galabadja,CF4142, ,0,0,0,0, ,0,0,0,0, ,0,0, ,0,450.5941168
