OBJECTID,VillageAll,PC_DTM,PC_OCHA,PC_UNK,GPS_Source,Duplicate,DuplicatPC,Relation,DataSource,FB_POP,UrbanRural,POINT_X,POINT_Y,admin0Name,admin0Pcod,admin1Name,admin1Pcod,admin2Name,admin2Pcod,admin3Name,admin3Pcod,idps,hh_idp,ind_idp,abris_pdi_,abris_pdi1,retournes,hh_ret_rca,ind_ret_rc,abris_ret_,abris_ret1,retournes_,hh_ret_oth,ind_ret_ot,abris_reto,abris_re_1,TotalPop
1111, Aba-Bokaya, ,31210002, , SIGCAF, ,, , SIGCAF,3713.348383,Rural,15.560592,6.65777,Central African Republic,CF,Ouham Pendé,CF31,Bocaranga,CF312,Bocaranga,CF3121, ,0,0,0,0, ,0,0,0,0, ,0,0, ,0,3713.348383
1977, Abagba 1, ,52120001, , SIGCAF, ,, , SIGCAF,289.9392311,Rural,21.998804,6.427939,Central African Republic,CF,Haute-Kotto,CF52,Bria,CF521,Daba Nydou,CF5212, ,0,0,0,0, ,0,0,0,0, ,0,0, ,0,289.9392311
1970, Abakoumbou, ,52110002, , SIGCAF, ,, , SIGCAF,716.3269224,Urban,22.021692,6.521996,Central African Republic,CF,Haute-Kotto,CF52,Bria,CF521,Samba-Boungou,CF5211, ,0,0,0,0, ,0,0,0,0, ,0,0, ,0,716.3269224
1013, Abba-Centre, ,22410039, , SIGCAF, ,, , WRI,3747.297956,Urban,15.14295396,5.33337201,Central African Republic,CF,Nana-Mambéré,CF22,Abba,CF224,Abba,CF2241, ,0,0,0,0, ,0,0,0,0, ,0,0, ,0,3747.297956
999, Abbo Bogaki, ,22410002, , SIGCAF, ,, , SIGCAF,716.9386621,Rural,15.310861,5.370185,Central African Republic,CF,Nana-Mambéré,CF22,Abba,CF224,Abba,CF2241, ,0,0,0,0, ,0,0,0,0, ,0,0, ,0,716.9386621
1000, Abbo Bougrma, ,22410003, , SIGCAF, ,, , SIGCAF,960.8456297,Rural,14.939763,5.477976,Central African Republic,CF,Nana-Mambéré,CF22,Abba,CF224,Abba,CF2241, ,0,0,0,0, ,0,0,0,0, ,0,0, ,0,960.8456297
1014, Abbo Boyafe, ,22420001, , SIGCAF, ,, , SIGCAF,411.824223,Rural,15.464091,5.207386,Central African Republic,CF,Nana-Mambéré,CF22,Abba,CF224,Nadziboro,CF2242, ,0,0,0,0, ,0,0,0,0, ,0,0, ,0,411.824223
1049, Abogui, ,23120001, , SIGCAF, ,, , SIGCAF,624.9844539,Rural,15.764508,3.393991,Central African Republic,CF,Sangha-Mbaéré,CF23,Nola,CF231,Bilolo,CF2312, ,0,0,0,0, ,0,0,0,0, ,0,0, ,0,624.9844539
960, Adambou, ,22210002, , SIGCAF, ,, , SIGCAF,729.4662915,Rural,16.460006,5.551761,Central African Republic,CF,Nana-Mambéré,CF22,Baoro,CF222,Bawi Tédoa,CF2221, ,0,0,0,0, ,0,0,0,0, ,0,0, ,0,729.4662915
1062, Adebori, ,23130002, , SIGCAF, ,, , SIGCAF,1047.104914,Rural,16.058711,3.170769,Central African Republic,CF,Sangha-Mbaéré,CF23,Nola,CF231,Salo,CF2313, ,0,0,0,0, ,0,0,0,0, ,0,0, ,0,1047.104914
1845, Adjeouarapou, ,43330001, , SIGCAF, ,, , SIGCAF,1055.452835,Rural,20.19936,6.020698,Central African Republic,CF,Ouaka,CF43,Grimari,CF433,Lissa,CF4333, ,0,0,0,0, ,0,0,0,0, ,0,0, ,0,1055.452835
1852, Adongoka, ,43340001, , SIGCAF, ,, , SIGCAF,494.6954369,Rural,19.913372,5.765752,Central African Republic,CF,Ouaka,CF43,Grimari,CF433,Pouyamba,CF4334, ,0,0,0,0, ,0,0,0,0, ,0,0, ,0,494.6954369
1789, Adoum, ,43140001, , SIGCAF, ,, , SIGCAF,858.37856,Rural,20.568436,5.834778,Central African Republic,CF,Ouaka,CF43,Bambari,CF431,Pladama-Ouaka,CF4314, ,0,0,0,0, ,0,0,0,0, ,0,0, ,0,858.37856
1761, Afrotcho 1, ,43120001, , SIGCAF, ,, , SIGCAF,270.7696799,Rural,21.228848,5.926631,Central African Republic,CF,Ouaka,CF43,Bambari,CF431,Danga-Gboudou,CF4312, ,0,0,0,0, ,0,0,0,0, ,0,0, ,0,270.7696799
2098, Agbaya 1, ,61250001, , SIGCAF, ,, , SIGCAF,409.5691542,Rural,20.98286,5.407895,Central African Republic,CF,Basse-Kotto,CF61,Alindao,CF612,Yambélé-Ewou,CF6125, ,0,0,0,0, ,0,0,0,0, ,0,0, ,0,409.5691542
1875, Agoubissi, ,43420001, , SIGCAF, ,, , SIGCAF,2153.570454,Rural,20.406056,5.043416,Central African Republic,CF,Ouaka,CF43,Kouango,CF434,Azéngué-Mindou,CF4342, ,0,0,0,0, ,0,0,0,0, ,0,0, ,0,2153.570454
2223, Agoumai, ,62140001, , SIGCAF, ,, , SIGCAF,324.5763449,Rural,23.573168,4.932222,Central African Republic,CF,Mbomou,CF62,Bangassou,CF621,Zangandou,CF6214, ,0,0,0,0, ,0,0,0,0, ,0,0, ,0,324.5763449
2224, Agoumar, ,62140002, , SIGCAF, ,, , SIGCAF,1104.940749,Rural,23.059134,4.828015,Central African Republic,CF,Mbomou,CF62,Bangassou,CF621,Zangandou,CF6214, ,0,0,0,0, ,0,0,0,0, ,0,0, ,0,1104.940749
2213, Aguissor-Seck, ,62130001, , SIGCAF, ,, , SIGCAF,352.8209407,Rural,22.89163,4.883364,Central African Republic,CF,Mbomou,CF62,Bangassou,CF621,Voungba-Balifondo,CF6213, ,0,0,0,0, ,0,0,0,0, ,0,0, ,0,352.8209407
1924, Akeleu, ,43510003, , SIGCAF, ,, , SIGCAF,613.984757,Rural,21.236776,6.307598,Central African Republic,CF,Ouaka,CF43,Ippy,CF435,Ippy,CF4351, ,0,0,0,0, ,0,0,0,0, ,0,0, ,0,613.984757
1833, Akoctha 2, ,43320001, , SIGCAF, ,, , SIGCAF,1006.04892,Rural,19.851268,5.758048,Central African Republic,CF,Ouaka,CF43,Grimari,CF433,Kobadja,CF4332, ,0,0,0,0, ,0,0,0,0, ,0,0, ,0,1006.04892
2275, Akondo, ,62310003, , SIGCAF, ,, , SIGCAF,338.3065363,Rural,22.1573,4.68527,Central African Republic,CF,Mbomou,CF62,Gambo,CF623,Gambo,CF6231, ,0,0,0,0, ,0,0,0,0, ,0,0, ,0,338.3065363
1952, Akoursoubak, ,51110002, , SIGCAF, ,, , SIGCAF,623.2556568,Rural,20.734994,8.970641,Central African Republic,CF,Bamingui-Bangoran,CF51,Ndélé,CF511,Dar El Kouti,CF5111, ,0,0,0,0, ,0,0,0,0, ,0,0, ,0,623.2556568
1942, Akpa, ,43530001, , SIGCAF, ,, , SIGCAF,388.4584545,Rural,21.122794,6.459003,Central African Republic,CF,Ouaka,CF43,Ippy,CF435,Baïdou-Ngoumbourou,CF4353, ,0,0,0,0, ,0,0,0,0, ,0,0, ,0,388.4584545
803, Alahe, ,21320001, , SIGCAF, ,, , SIGCAF,536.9804879,Rural,16.617934,4.391079,Central African Republic,CF,Mambéré-Kadéï,CF21,Carnot,CF213,Senkpa-Mbaéré,CF2132, ,0,0,0,0, ,0,0,0,0, ,0,0, ,0,536.9804879
946, Alahoki, ,22170001, , SIGCAF, ,, , SIGCAF,901.2897249,Rural,15.744259,5.993428,Central African Republic,CF,Nana-Mambéré,CF22,Bouar,CF221,Doaka-Koursou,CF2217, ,0,0,0,0, ,0,0,0,0, ,0,0, ,0,901.2897249
990, Alim, ,22340001, , SIGCAF, ,, , SIGCAF,776.8853943,Rural,14.652133,6.017865,Central African Republic,CF,Nana-Mambéré,CF22,Baboua,CF223,Koundé,CF2234, ,0,0,0,0, ,0,0,0,0, ,0,0, ,0,776.8853943
2050, Alindao, ,61210001, , SIGCAF, ,, , SIGCAF,16125.66952,Urban,21.214987,5.042049,Central African Republic,CF,Basse-Kotto,CF61,Alindao,CF612,Alindao,CF6121, ,0,0,0,0, ,0,0,0,0, ,0,0, ,0,16125.66952
2287, Alle, ,62320003, , SIGCAF, ,, , SIGCAF,1152.448577,Rural,22.256182,4.13757,Central African Republic,CF,Mbomou,CF62,Gambo,CF623,Ngandou,CF6232, ,0,0,0,0, ,0,0,0,0, ,0,0, ,0,1152.448577
812, Amada-Gaza, ,21410001, , SIGCAF, ,, , SIGCAF,2928.447822,Urban,15.195602,4.772098,Central African Republic,CF,Mambéré-Kadéï,CF21,Amada-Gaza,CF214,Haute-Boumbé,CF2141, ,0,0,0,0,oui,0,0,0,0,oui,0,0, ,0,2928.447822
2276, Amani, ,62310004, , SIGCAF, ,, , SIGCAF,613.180597,Rural,21.980192,4.652996,Central African Republic,CF,Mbomou,CF62,Gambo,CF623,Gambo,CF6231, ,0,0,0,0, ,0,0,0,0, ,0,0, ,0,613.180597
1993, Amardjedjide, ,53120004, , SIGCAF, ,, , SIGCAF,2219.604952,Rural,21.932812,10.104717,Central African Republic,CF,Vakaga,CF53,Birao,CF531,Ouandja,CF5312, ,0,0,0,0, ,0,0,0,0, ,0,0, ,0,2219.604952
844, Ambang, ,21610044, , SIGCAF, ,, , WRI,1812.962263,Urban,15.337197,3.77884008,Central African Republic,CF,Mambéré-Kadéï,CF21,Dédé-Mokouba,CF216,Haute-Kadéi,CF2161, ,0,0,0,0, ,0,0,0,0, ,0,0, ,0,1812.962263
658, Ambauchure, ,12210002, , SIGCAF, ,, , SIGCAF,422.3724293,Rural,18.582974,3.678799,Central African Republic,CF,Lobaye,CF12,Mongoumba,CF122,Mongoumba,CF1221, ,0,0,0,0, ,0,0,0,0, ,0,0, ,0,422.3724293
1984, Am-Dafock, ,53110002, , SIGCAF, ,, , SIGCAF,1859.432607,Urban,23.298873,10.468233,Central African Republic,CF,Vakaga,CF53,Birao,CF531,Ridina,CF5311, ,0,0,0,0, ,0,0,0,0, ,0,0, ,0,1859.432607
1412, Anafio, ,32210002, , SIGCAF, ,, , SIGCAF,3331.246787,Urban,17.32568,6.896445,Central African Republic,CF,Ouham,CF32,Nana-Bakassa,CF322,Nana-Bakassa,CF3221, ,0,0,0,0, ,0,0,0,0, ,0,0, ,0,3331.246787
1413, Anafio 2, ,32210003, , SIGCAF, ,, , SIGCAF,890.5313194,Rural,17.313872,6.926045,Central African Republic,CF,Ouham,CF32,Nana-Bakassa,CF322,Nana-Bakassa,CF3221, ,0,0,0,0, ,0,0,0,0, ,0,0, ,0,890.5313194
1050, Anam, ,23120003, , SIGCAF, ,, , SIGCAF,1756.421827,Rural,15.698589,3.39821,Central African Republic,CF,Sangha-Mbaéré,CF23,Nola,CF231,Bilolo,CF2312, ,0,0,0,0, ,0,0,0,0, ,0,0, ,0,1756.421827
2257, Andaye, ,62220001, , SIGCAF, ,, , SIGCAF,588.0564615,Urban,22.412656,4.13671,Central African Republic,CF,Mbomou,CF62,Ouango,CF622,Ngbandinga,CF6222, ,0,0,0,0, ,0,0,0,0, ,0,0, ,0,588.0564615
1943, Andjifaya, ,43530002, , SIGCAF, ,, , SIGCAF,404.6442234,Rural,21.127972,6.069258,Central African Republic,CF,Ouaka,CF43,Ippy,CF435,Baïdou-Ngoumbourou,CF4353, ,0,0,0,0, ,0,0,0,0, ,0,0, ,0,404.6442234
1816, Andjihongbanga, ,43150001, , SIGCAF, ,, , SIGCAF,500.9017258,Rural,21.26307,5.89291,Central African Republic,CF,Ouaka,CF43,Bambari,CF431,Haute Baïdou,CF4315, ,0,0,0,0, ,0,0,0,0, ,0,0, ,0,500.9017258
1817, Andjitolakri, ,43150002, , SIGCAF, ,, , SIGCAF,408.9931523,Rural,21.352966,5.819607,Central African Republic,CF,Ouaka,CF43,Bambari,CF431,Haute Baïdou,CF4315, ,0,0,0,0, ,0,0,0,0, ,0,0, ,0,408.9931523
1762, Andjou, ,43120004, , SIGCAF, ,, , SIGCAF,716.4436383,Urban,21.019372,5.84741,Central African Republic,CF,Ouaka,CF43,Bambari,CF431,Danga-Gboudou,CF4312, ,0,0,0,0, ,0,0,0,0, ,0,0, ,0,716.4436383
1763, Angba, ,43120006, , SIGCAF, ,, , SIGCAF,1233.575888,Urban,21.051464,5.877983,Central African Republic,CF,Ouaka,CF43,Bambari,CF431,Danga-Gboudou,CF4312, ,0,0,0,0, ,0,0,0,0, ,0,0, ,0,1233.575888
887, Angor-Bafago, ,22130003, , SIGCAF, ,, , SIGCAF,667.7182049,Rural,15.595371,6.27297,Central African Republic,CF,Nana-Mambéré,CF22,Bouar,CF221,Herman-Brousse,CF2213, ,0,0,0,0, ,0,0,0,0, ,0,0, ,0,667.7182049
1790, Anikodro, ,43140002, , SIGCAF, ,, , SIGCAF,1158.54775,Rural,20.45962,5.82373,Central African Republic,CF,Ouaka,CF43,Bambari,CF431,Pladama-Ouaka,CF4314, ,0,0,0,0, ,0,0,0,0, ,0,0, ,0,1158.54775
1318, Arabe, ,32130002, , SIGCAF, ,, , SIGCAF,801.3411878,Rural,17.440202,6.078201,Central African Republic,CF,Ouham,CF32,Bossangoa,CF321,Koro-M'poko,CF3213, ,0,0,0,0, ,0,0,0,0, ,0,0, ,0,801.3411878
1319, Arabe, ,32130003, , SIGCAF, ,, , SIGCAF,524.185589,Rural,17.442488,6.149021,Central African Republic,CF,Ouham,CF32,Bossangoa,CF321,Koro-M'poko,CF3213, ,0,0,0,0, ,0,0,0,0, ,0,0, ,0,524.185589
1526, Arabe, ,32620001, , SIGCAF, ,, , SIGCAF,1592.053191,Rural,17.874122,7.15878,Central African Republic,CF,Ouham,CF32,Batangafo,CF326,Bédé,CF3262, ,0,0,0,0, ,0,0,0,0, ,0,0, ,0,1592.053191
1876, Arabe, ,43420002, , SIGCAF, ,, , SIGCAF,3118.964106,Rural,20.187782,5.27677,Central African Republic,CF,Ouaka,CF43,Kouango,CF434,Azéngué-Mindou,CF4342, ,0,0,0,0, ,0,0,0,0, ,0,0, ,0,3118.964106
730, Aradi, ,21130001, , SIGCAF, ,, , SIGCAF,2195.027237,Urban,15.327247,4.540679,Central African Republic,CF,Mambéré-Kadéï,CF21,Berbérati,CF211,Ouakanga,CF2113, ,0,0,0,0, ,0,0,0,0, ,0,0, ,0,2195.027237
1251, Ardo-Kinda, ,31480002, , SIGCAF, ,, , SIGCAF,304.8071215,Rural,16.288124,6.94138,Central African Republic,CF,Ouham Pendé,CF31,Paoua,CF314,Banh,CF3148, ,0,0,0,0, ,0,0,0,0, ,0,0, ,0,304.8071215
1985, Army, ,53110017, , SIGCAF, ,, , SIGCAF,317.7336549,Rural,22.61154722,10.36750278,Central African Republic,CF,Vakaga,CF53,Birao,CF531,Ridina,CF5311, ,0,0,0,0, ,0,0,0,0, ,0,0, ,0,317.7336549
1978, Artisans, ,52120004, , SIGCAF, ,, , SIGCAF,804.0582801,Rural,22.24587,6.465885,Central African Republic,CF,Haute-Kotto,CF52,Bria,CF521,Daba Nydou,CF5212, ,0,0,0,0, ,0,0,0,0, ,0,0, ,0,804.0582801
1378, Assa, ,32160001, , SIGCAF, ,, , SIGCAF,1716.293903,Rural,17.313288,6.747506,Central African Republic,CF,Ouham,CF32,Bossangoa,CF321,Ndoro Mboli,CF3216, ,0,0,0,0, ,0,0,0,0, ,0,0, ,0,1716.293903
1291, Assana, ,31550001, , SIGCAF, ,, , SIGCAF,783.5376761,Rural,15.31644,7.20665,Central African Republic,CF,Ouham Pendé,CF31,Ngaoundaye,CF315,Mbili,CF3155, ,0,0,0,0, ,0,0,0,0, ,0,0, ,0,783.5376761
1051, Assegui, ,23120004, , SIGCAF, ,, , SIGCAF,431.0237613,Rural,15.847818,3.438116,Central African Republic,CF,Sangha-Mbaéré,CF23,Nola,CF231,Bilolo,CF2312, ,0,0,0,0, ,0,0,0,0, ,0,0, ,0,431.0237613
1646, Assoulemaka, ,41310001, , SIGCAF, ,, , SIGCAF,988.8429957,Rural,19.661434,6.031003,Central African Republic,CF,Kémo,CF41,Mala,CF413,Mala,CF4131, ,0,0,0,0, ,0,0,0,0, ,0,0, ,0,988.8429957
1791, Atongo, ,43140003, , SIGCAF, ,, , SIGCAF,937.370452,Urban,20.614524,5.835275,Central African Republic,CF,Ouaka,CF43,Bambari,CF431,Pladama-Ouaka,CF4314, ,0,0,0,0, ,0,0,0,0, ,0,0, ,0,937.370452
1898, Avindi, ,43430001, , SIGCAF, ,, , SIGCAF,529.7509593,Rural,20.663784,4.943311,Central African Republic,CF,Ouaka,CF43,Kouango,CF434,Cochio-Toulou,CF4343, ,0,0,0,0, ,0,0,0,0, ,0,0, ,0,529.7509593
1792, Awatche, ,43140004, , SIGCAF, ,, , SIGCAF,684.5963975,Rural,20.508512,5.630318,Central African Republic,CF,Ouaka,CF43,Bambari,CF431,Pladama-Ouaka,CF4314, ,0,0,0,0, ,0,0,0,0, ,0,0, ,0,684.5963975
1971, Ayeba, ,52110007, , SIGCAF, ,, , SIGCAF,272.5845811,Rural,22.007832,6.723751,Central African Republic,CF,Haute-Kotto,CF52,Bria,CF521,Samba-Boungou,CF5211, ,0,0,0,0, ,0,0,0,0, ,0,0, ,0,272.5845811
1972, Ayerokpo, ,52110008, , SIGCAF, ,, , SIGCAF,1210.782674,Rural,22.007214,6.600572,Central African Republic,CF,Haute-Kotto,CF52,Bria,CF521,Samba-Boungou,CF5211, ,0,0,0,0, ,0,0,0,0, ,0,0, ,0,1210.782674
1743, Ayolo, ,42210002, , SIGCAF, ,, , SIGCAF,1917.548805,Rural,19.992982,7.185604,Central African Republic,CF,Nana-Gribizi,CF42,Mbrès,CF422,Mbrés,CF4221, ,0,0,0,0, ,0,0,0,0, ,0,0, ,0,1917.548805
1112, Azian, ,31210004, , SIGCAF, ,, , SIGCAF,491.4725801,Rural,15.65649,6.537498,Central African Republic,CF,Ouham Pendé,CF31,Bocaranga,CF312,Bocaranga,CF3121, ,0,0,0,0, ,0,0,0,0, ,0,0, ,0,491.4725801
873, Azian 2, ,22120005, , SIGCAF, ,, , SIGCAF,835.2426981,Rural,15.239701,6.632941,Central African Republic,CF,Nana-Mambéré,CF22,Bouar,CF221,Niem-Yelewa,CF2212, ,0,0,0,0, ,0,0,0,0, ,0,0, ,0,835.2426981
1846, Azouimba, ,43330002, , SIGCAF, ,, , SIGCAF,646.1956135,Rural,20.101292,5.785716,Central African Republic,CF,Ouaka,CF43,Grimari,CF433,Lissa,CF4333, ,0,0,0,0, ,0,0,0,0, ,0,0, ,0,646.1956135
1853, Babadjia, ,43340002, , SIGCAF, ,, , SIGCAF,363.7466448,Rural,19.95667,6.042299,Central African Republic,CF,Ouaka,CF43,Grimari,CF433,Pouyamba,CF4334, ,0,0,0,0, ,0,0,0,0, ,0,0, ,0,363.7466448
1113, Baba-Kine, ,31210005, , SIGCAF, ,, , SIGCAF,989.7711683,Urban,15.615283,6.390971,Central African Republic,CF,Ouham Pendé,CF31,Bocaranga,CF312,Bocaranga,CF3121, ,0,0,0,0, ,0,0,0,0, ,0,0, ,0,989.7711683
846, Babali 1, ,21710002, , SIGCAF, ,, , SIGCAF,2362.09372,Rural,16.558147,4.797991,Central African Republic,CF,Mambéré-Kadéï,CF21,Gadzi,CF217,Topia,CF2171, ,0,0,0,0, ,0,0,0,0, ,0,0, ,0,2362.09372
1292, Baba-Lim, ,31550002, , SIGCAF, ,, , SIGCAF,691.356773,Rural,15.259855,6.990531,Central African Republic,CF,Ouham Pendé,CF31,Ngaoundaye,CF315,Mbili,CF3155, ,0,0,0,0, ,0,0,0,0, ,0,0, ,0,691.356773
1510, Babanon, ,32540001, , SIGCAF, ,, , SIGCAF,993.7454967,Rural,18.332798,5.825515,Central African Republic,CF,Ouham,CF32,Bouca,CF325,Fafa Boungou,CF3254, ,0,0,0,0, ,0,0,0,0, ,0,0, ,0,993.7454967
731, Babaro, ,21130002, , SIGCAF, ,, , SIGCAF,1463.351491,Rural,15.310352,4.589726,Central African Republic,CF,Mambéré-Kadéï,CF21,Berbérati,CF211,Ouakanga,CF2113, ,0,0,0,0, ,0,0,0,0, ,0,0, ,0,1463.351491
1440, Babaro, ,32410001, , SIGCAF, ,, , SIGCAF,753.1848659,Rural,17.064762,7.039111,Central African Republic,CF,Ouham,CF32,Nangha Boguila,CF324,Nangha Boguila,CF3241, ,0,0,0,0, ,0,0,0,0, ,0,0, ,0,753.1848659
732, Babaza, ,21130003, , SIGCAF, ,, , SIGCAF,1853.578556,Urban,15.553647,4.240765,Central African Republic,CF,Mambéré-Kadéï,CF21,Berbérati,CF211,Ouakanga,CF2113, ,0,0,0,0, ,0,0,0,0, ,0,0, ,0,1853.578556
706, Babili, ,12510002, , SIGCAF, ,, , SIGCAF,415.0865861,Rural,17.230072,4.601566,Central African Republic,CF,Lobaye,CF12,Boganda,CF125,Boganda,CF1251, ,0,0,0,0, ,0,0,0,0, ,0,0, ,0,415.0865861
733, Babonga, ,21130004, , SIGCAF, ,, , SIGCAF,2731.589451,Rural,15.443126,4.274851,Central African Republic,CF,Mambéré-Kadéï,CF21,Berbérati,CF211,Ouakanga,CF2113, ,0,0,0,0, ,0,0,0,0, ,0,0, ,0,2731.589451
1073, Babongo, ,23310002, , SIGCAF, ,, , SIGCAF,446.2769623,Rural,16.262001,3.002364,Central African Republic,CF,Sangha-Mbaéré,CF23,Bayanga,CF233,Yobé-Sangha,CF2331, ,0,0,0,0, ,0,0,0,0, ,0,0, ,0,446.2769623
977, Baboua, ,22310001, , SIGCAF, ,, , SIGCAF,7404.593721,Rural,14.828463,5.797997,Central African Republic,CF,Nana-Mambéré,CF22,Baboua,CF223,Baboua,CF2231, ,0,0,0,0, ,0,0,0,0, ,0,0, ,0,7404.593721
1063, Baboungue, ,23130004, , SIGCAF, ,, , SIGCAF,436.2937142,Rural,16.190117,3.274881,Central African Republic,CF,Sangha-Mbaéré,CF23,Nola,CF231,Salo,CF2313, ,0,0,0,0, ,0,0,0,0, ,0,0, ,0,436.2937142
1278, Bac Lim, ,31530001, , SIGCAF, ,, , SIGCAF,2565.701802,Urban,15.526628,7.286493,Central African Republic,CF,Ouham Pendé,CF31,Ngaoundaye,CF315,Kodi,CF3153, ,0,0,0,0, ,0,0,0,0, ,0,0, ,0,2565.701802
659, Bac-Lobe, ,12210003, , SIGCAF, ,, , SIGCAF,944.1266066,Rural,18.425048,3.687927,Central African Republic,CF,Lobaye,CF12,Mongoumba,CF122,Mongoumba,CF1221, ,0,0,0,0, ,0,0,0,0, ,0,0, ,0,944.1266066
2131, Bada-Gbaga, ,61510001, , SIGCAF, ,, , SIGCAF,918.3995333,Rural,21.015576,4.698722,Central African Republic,CF,Basse-Kotto,CF61,Zangba,CF615,Ouambé,CF6151, ,0,0,0,0, ,0,0,0,0, ,0,0, ,0,918.3995333
2198, Badakou, ,62120001, , SIGCAF, ,, , SIGCAF,395.9588421,Urban,22.808296,4.782067,Central African Republic,CF,Mbomou,CF62,Bangassou,CF621,Sayo Niakari,CF6212, ,0,0,0,0, ,0,0,0,0, ,0,0, ,0,395.9588421
1078, Badali 1, ,31120001, , SIGCAF, ,, , SIGCAF,2111.511426,Urban,16.437689,6.315522,Central African Republic,CF,Ouham Pendé,CF31,Bozoum,CF311,Dan-Gbabiri,CF3112, ,0,0,0,0, ,0,0,0,0, ,0,0, ,0,2111.511426
1079, Badali 4, ,31120004, , SIGCAF, ,, , SIGCAF,606.3461866,Rural,16.645047,6.275037,Central African Republic,CF,Ouham Pendé,CF31,Bozoum,CF311,Dan-Gbabiri,CF3112, ,0,0,0,0, ,0,0,0,0, ,0,0, ,0,606.3461866
2277, Badama, ,62310007, , SIGCAF, ,, , SIGCAF,537.0616264,Rural,22.52152,4.661431,Central African Republic,CF,Mbomou,CF62,Gambo,CF623,Gambo,CF6231, ,0,0,0,0, ,0,0,0,0, ,0,0, ,0,537.0616264
2008, Bada-Ndandji, ,61120001, , SIGCAF, ,, , SIGCAF,1182.678265,Rural,21.181058,4.38079,Central African Republic,CF,Basse-Kotto,CF61,Mobaye,CF611,Mbéima,CF6112, ,0,0,0,0, ,0,0,0,0, ,0,0, ,0,1182.678265
561, Badangafou, ,11620002, , SIGCAF, ,, , SIGCAF,1137.992142,Rural,16.689265,5.58135,Central African Republic,CF,Ombella M'Poko,CF11,Yaloké,CF116,Guézéli,CF1162, ,0,0,0,0, ,0,0,0,0, ,0,0, ,0,1137.992142
1944, Bade, ,43530003, , SIGCAF, ,, , SIGCAF,260.3295764,Rural,21.154886,6.171609,Central African Republic,CF,Ouaka,CF43,Ippy,CF435,Baïdou-Ngoumbourou,CF4353, ,0,0,0,0, ,0,0,0,0, ,0,0, ,0,260.3295764
676, Badere, ,12320003, , SIGCAF, ,, , SIGCAF,354.5704956,Rural,17.33608,4.306496,Central African Republic,CF,Lobaye,CF12,Boda,CF123,Lobaye,CF1232, ,0,0,0,0, ,0,0,0,0, ,0,0, ,0,354.5704956
1621, Badere, ,41220001, , SIGCAF, ,, , SIGCAF,788.789046,Rural,19.381138,6.234006,Central African Republic,CF,Kémo,CF41,Dékoa,CF412,Tilo,CF4122, ,0,0,0,0, ,0,0,0,0, ,0,0, ,0,788.789046
1726, Badia, ,42150001, , SIGCAF, ,, , SIGCAF,4268.546579,Rural,19.114604,6.734338,Central African Republic,CF,Nana-Gribizi,CF42,Kaga-Bandoro,CF421,Ndenga,CF4215, ,0,0,0,0, ,0,0,0,0, ,0,0, ,0,4268.546579
2169, Badi-Gouasse, ,61610001, , SIGCAF, ,, , SIGCAF,1200.89476,Rural,22.02575,4.497366,Central African Republic,CF,Basse-Kotto,CF61,Satéma,CF616,Kotto-Oubangui,CF6161, ,0,0,0,0, ,0,0,0,0, ,0,0, ,0,1200.89476
930, Badiko-Zonga, ,22150001, , SIGCAF, ,, , SIGCAF,583.2257718,Rural,15.374149,5.868325,Central African Republic,CF,Nana-Mambéré,CF22,Bouar,CF221,Yénga,CF2215, ,0,0,0,0, ,0,0,0,0, ,0,0, ,0,583.2257718
1503, Badila, ,32530002, , SIGCAF, ,, , SIGCAF,867.8470367,Rural,18.023976,6.794346,Central African Republic,CF,Ouham,CF32,Bouca,CF325,Ouham Fafa,CF3253, ,0,0,0,0, ,0,0,0,0, ,0,0, ,0,867.8470367
1899, Badima, ,43430002, , SIGCAF, ,, , SIGCAF,326.5697592,Rural,20.401068,4.796615,Central African Republic,CF,Ouaka,CF43,Kouango,CF434,Cochio-Toulou,CF4343, ,0,0,0,0, ,0,0,0,0, ,0,0, ,0,326.5697592
1669, Badja, ,41420001, , SIGCAF, ,, , SIGCAF,964.5530313,Rural,19.786138,5.126243,Central African Republic,CF,Kémo,CF41,Ndjoukou,CF414,Galabadja,CF4142, ,0,0,0,0, ,0,0,0,0, ,0,0, ,0,964.5530313
1764, Badja, ,43120008, , SIGCAF, ,, , SIGCAF,1761.481727,Urban,21.114954,5.891205,Central African Republic,CF,Ouaka,CF43,Bambari,CF431,Danga-Gboudou,CF4312, ,0,0,0,0, ,0,0,0,0, ,0,0, ,0,1761.481727
1900, Badja, ,43430003, , SIGCAF, ,, , SIGCAF,667.0938005,Rural,20.347696,4.904005,Central African Republic,CF,Ouaka,CF43,Kouango,CF434,Cochio-Toulou,CF4343, ,0,0,0,0, ,0,0,0,0, ,0,0, ,0,667.0938005
1782, Badja 1, ,43130003, , SIGCAF, ,, , SIGCAF,849.863555,Rural,20.7682,5.644698,Central African Republic,CF,Ouaka,CF43,Bambari,CF431,Ngougbia,CF4313, ,0,0,0,0, ,0,0,0,0, ,0,0, ,0,849.863555
2111, Badja 1, ,61320001, , SIGCAF, ,, , SIGCAF,505.9221828,Rural,21.481846,4.425552,Central African Republic,CF,Basse-Kotto,CF61,Kembé,CF613,Mboui,CF6132, ,0,0,0,0, ,0,0,0,0, ,0,0, ,0,505.9221828
