"","uuid","index","question.name","Issue","feedback","changed","old.value","new.value"
"1","41e5026f-689b-4bc5-a2c9-b8011f271143","1","consensus_note","Pas de consentement","","Oui","non","Qst supprimé de la DB"
"2","e69cc654-dcd2-48b0-8abe-f5ae976b0213","2","consensus_note","Pas de consentement","","Oui","non","Qst supprimé de la DB"
"3","4830f3bf-f3b3-4c77-8061-84eaf2cf8c36","3","consensus_note","Pas de consentement","","Oui","non","Qst supprimé de la DB"
"4","e3580bf0-57b7-422a-9fed-e0054ef452f9","817","consensus_note","Pas de consentement","","Oui","non","Qst supprimé de la DB"
"5","8dcde2d5-6944-4d04-b86e-4ce999b11686","1432","consensus_note","Pas de consentement","","Oui","non","Qst supprimé de la DB"
"6","e5d53771-2470-4846-8fef-cdd46938e0fc","2344","consensus_note","Pas de consentement","","Oui","non","Qst supprimé de la DB"
"7","5b7be634-7e3c-4bf6-ae1f-82c204fa709a","2606","consensus_note","Pas de consentement","","Oui","non","Qst supprimé de la DB"
"8","c832f888-fdd5-44d3-981b-500add24836c","4350","consensus_note","Pas de consentement","","Oui","non","Qst supprimé de la DB"
"9","471b275f-335f-472a-aa60-e526e3f71e3b","4378","consensus_note","Pas de consentement","","Oui","non","Qst supprimé de la DB"
"10","1ded46ba-bcf7-4aa6-bd4d-87e7bf2d6470","4802","consensus_note","Pas de consentement","","Oui","non","Qst supprimé de la DB"
"11","baa55a55-414f-4a46-b118-9e834a060cea","5032","consensus_note","Pas de consentement","","Oui","non","Qst supprimé de la DB"
"12","a07f6713-bf56-4f37-a1af-51b753e4c23d","5036","consensus_note","Pas de consentement","","Oui","non","Qst supprimé de la DB"
"13","38b9a744-ac92-4509-8044-dd03f86adcfe","5100","consensus_note","Pas de consentement","","Oui","non","Qst supprimé de la DB"
"14","4b66f823-4a68-4a7a-ad99-364efa549317","5459","consensus_note","Pas de consentement","","Oui","non","Qst supprimé de la DB"
"15","2c51969d-0e5e-4024-9413-1ce1defdad9b","7562","consensus_note","Pas de consentement","","Oui","non","Qst supprimé de la DB"
"16","aaa36dac-0d24-4209-8d8f-125dca22e83b","7774","consensus_note","Pas de consentement","","Oui","non","Qst supprimé de la DB"
"17","13793e82-ccfa-46f9-95bb-d4464d700d4b","8021","consensus_note","Pas de consentement","","Oui","non","Qst supprimé de la DB"
"18","36fb6543-e134-465e-8978-07ae19f21f06","8332","consensus_note","Pas de consentement","","Oui","non","Qst supprimé de la DB"
"19","fa434a9e-7367-469a-8103-0b70374d3930","8977","consensus_note","Pas de consentement","","Oui","non","Qst supprimé de la DB"
"20","Toutes les questions q0_1_enqueteur","q0_1_enqueteur","q0_1_enqueteur","Données sensibles","","Oui","","Question supprimée de la DB"
"21","Toutes les questions diviceid","diviceid","diviceid","Données sensibles","","Oui","","Question supprimée de la DB"
"22","Toutes les questions gpslocation_hh","gpslocation_hh","gpslocation_hh","Données sensibles","","Oui","","Question supprimée de la DB"
"23","Toutes les questions protect_8","Toutes les questions protect_8","protect_8, protec_8_1, protect_8_2","Qst mal posée / mal comprise","","Oui","","Question supprimée de la DB"
"24","Toutes les questions protect_12","Toutes les questions protect_12","protect_12, protect_12_1 à protect_12_4","Qst mal posée / mal comprise","","Oui","","Question supprimée de la DB"
"25","3611f317-d413-40e9-8920-af64160e117d","12","q0_2_date","Réponse non saisie","Qst supprimé de la DB","Oui & compté incohérent","","2019-08-06"
"26","182fc4a6-1e5c-4f2d-9d19-5b76056f7ec3","17","q0_2_date","Réponse non saisie","Qst supprimé de la DB","Oui & compté incohérent","","2019-08-05"
"27","2a2af837-b26a-4df3-b5e7-cb6161999b7f","29","q0_2_date","Réponse non saisie","Remplacé par la date du début du qst","Oui & compté incohérent","","2019-08-06"
"28","3d629adc-d388-4fe8-bb1b-ee008eee72d4","30","q0_2_date","Réponse non saisie","Remplacé par la date du début du qst","Oui & compté incohérent","","2019-08-06"
"29","f3565106-ff47-4fc9-a97f-c573f37ce375","34","q0_2_date","Réponse non saisie","Remplacé par la date du début du qst","Oui & compté incohérent","","2019-08-07"
"30","1bef110f-61bc-4835-9bec-999b007010b5","41","q0_2_date","Réponse non saisie","Qst supprimé de la DB","Oui & compté incohérent","","2019-08-06"
"31","26d20905-39a5-4b55-8408-310a4f4d1cd9","212","q0_2_date","Réponse non saisie","Remplacé par la date du début du qst","Oui & compté incohérent","","2019-07-08"
"32","6ca8b140-b16a-401d-8758-d0b2917a8cc4","233","q0_2_date","Réponse non saisie","Remplacé par la date du début du qst","Oui & compté incohérent","","2019-07-08"
"33","fdc14e23-6973-4fe2-ab17-a628a191bf17","234","q0_2_date","Réponse non saisie","Qst supprimé de la DB","Oui & compté incohérent","","2019-07-08"
"34","ca311e49-a86a-49ba-9e6a-bb716bbf46c5","235","q0_2_date","Réponse non saisie","Remplacé par la date du début du qst","Oui & compté incohérent","","2019-07-08"
"35","958247d8-bebf-4bcd-9a2d-1395b34c254f","236","q0_2_date","Réponse non saisie","Remplacé par la date du début du qst","Oui & compté incohérent","","2019-07-08"
"36","1bde9e8d-8bfd-4551-85b2-21ad0d8556f4","396","q0_2_date","Réponse non saisie","Remplacé par la date du début du qst","Oui & compté incohérent","","2019-07-09"
"37","8454fb1b-8240-4a9b-8aa1-543462c75568","397","q0_2_date","Réponse non saisie","Remplacé par la date du début du qst","Oui & compté incohérent","","2019-07-09"
"38","7c886d44-1425-4836-9b92-69ff3d25189d","398","q0_2_date","Réponse non saisie","Remplacé par la date du début du qst","Oui & compté incohérent","","2019-07-09"
"39","18c3986d-303b-447e-90a0-6c3a28de0c46","414","q0_2_date","Réponse non saisie","Remplacé par la date du début du qst","Oui & compté incohérent","","2019-07-08"
"40","407ed70a-67c2-4cdb-b2b7-159312aa656e","465","q0_2_date","Réponse non saisie","Qst supprimé de la DB","Oui & compté incohérent","","2019-07-09"
"41","da63c6a8-f090-4805-9177-b26da3e9a768","466","q0_2_date","Réponse non saisie","Qst supprimé de la DB","Oui & compté incohérent","","2019-07-09"
"42","43d39733-3f94-4e3e-a1c7-4cad6eb4c414","467","q0_2_date","Réponse non saisie","Qst supprimé de la DB","Oui & compté incohérent","","2019-07-09"
"43","fb44a55a-4a9b-4db2-b8d7-5d853cf3ea59","468","q0_2_date","Réponse non saisie","Remplacé par la date du début du qst","Oui & compté incohérent","","2019-07-09"
"44","feda3b82-a083-476e-a0b2-9d00d8f04985","478","q0_2_date","Réponse non saisie","Qst supprimé de la DB","Oui & compté incohérent","","2019-07-09"
"45","ca28b32c-4388-45c3-aa2f-2ceb341c46d4","480","q0_2_date","Réponse non saisie","Remplacé par la date du début du qst","Oui & compté incohérent","","2019-07-09"
"46","afd3211e-a812-4b27-abc9-3a6698926c41","483","q0_2_date","Réponse non saisie","Qst supprimé de la DB","Oui & compté incohérent","","2019-07-09"
"47","5e4b1155-cc90-4ce8-8f71-65f824fa5ba5","485","q0_2_date","Réponse non saisie","Qst supprimé de la DB","Oui & compté incohérent","","2019-07-09"
"48","f4ccbada-7586-48e9-b8da-062527bdd353","504","q0_2_date","Réponse non saisie","Remplacé par la date du début du qst","Oui & compté incohérent","","2019-07-09"
"49","ef064cfa-0d13-425e-ad85-c97f4445cae5","506","q0_2_date","Réponse non saisie","Remplacé par la date du début du qst","Oui & compté incohérent","","2019-07-09"
"50","4c2e7dce-6136-4c06-9da1-ada61f629e00","508","q0_2_date","Réponse non saisie","Remplacé par la date du début du qst","Oui & compté incohérent","","2019-07-09"
"51","21dc7c61-2b20-47c1-903e-9b925e30ccfd","588","q0_2_date","Réponse non saisie","Remplacé par la date du début du qst","Oui & compté incohérent","","2019-07-10"
"52","185f7d7a-7ea2-4722-bbe1-e0b4d4dc3a9c","609","q0_2_date","Réponse non saisie","Qst supprimé de la DB","Oui & compté incohérent","","2019-07-10"
"53","9db592e1-7819-430d-aa0a-4b0275050042","612","q0_2_date","Réponse non saisie","Qst supprimé de la DB","Oui & compté incohérent","","2019-07-10"
"54","e96bf6ad-e9c4-4060-b74f-5eb57687ac2f","619","q0_2_date","Réponse non saisie","Qst supprimé de la DB","Oui & compté incohérent","","2019-07-10"
"55","5778e20e-1884-4bc1-92fa-1a248f5cdb8e","625","q0_2_date","Réponse non saisie","Qst supprimé de la DB","Oui & compté incohérent","","2019-07-10"
"56","3ba54696-0b93-4e8c-8506-5fcb1683a4b6","627","q0_2_date","Réponse non saisie","Qst supprimé de la DB","Oui & compté incohérent","","2019-07-10"
"57","6bacbb06-486f-4f7a-8097-00bf30e9ce78","629","q0_2_date","Réponse non saisie","Qst supprimé de la DB","Oui & compté incohérent","","2019-07-10"
"58","056cf1b5-f3a2-4d6b-982f-31cee296d684","631","q0_2_date","Réponse non saisie","Remplacé par la date du début du qst","Oui & compté incohérent","","2019-07-10"
"59","2f2a898a-d32c-43f8-beff-97ab40db7e8e","633","q0_2_date","Réponse non saisie","Qst supprimé de la DB","Oui & compté incohérent","","2019-07-10"
"60","33787aec-492f-4e20-a917-8008cdbafb30","637","q0_2_date","Réponse non saisie","Qst supprimé de la DB","Oui & compté incohérent","","2019-07-10"
"61","8b1c431e-d6af-43ee-8f66-81781a67ab56","643","q0_2_date","Réponse non saisie","Qst supprimé de la DB","Oui & compté incohérent","","2019-07-10"
"62","a176a3ee-b6eb-441a-95d0-f4114c6df664","644","q0_2_date","Réponse non saisie","Qst supprimé de la DB","Oui & compté incohérent","","2019-07-10"
"63","17fefa72-8921-48f3-82e7-76ea2a213bcf","645","q0_2_date","Réponse non saisie","Qst supprimé de la DB","Oui & compté incohérent","","2019-07-10"
"64","36fb0a1a-0b3a-40b0-b99a-27044ac56a81","647","q0_2_date","Réponse non saisie","Qst supprimé de la DB","Oui & compté incohérent","","2019-07-10"
"65","02d89415-af17-4f58-a9f9-6e739abcdb16","681","q0_2_date","Réponse non saisie","Remplacé par la date du début du qst","Oui & compté incohérent","","2019-07-11"
"66","3c5924ca-7a3a-4764-a092-b9409f606460","688","q0_2_date","Réponse non saisie","Qst supprimé de la DB","Oui & compté incohérent","","2019-07-11"
"67","e1b6228b-3332-4464-9ec2-476a3bf66d55","691","q0_2_date","Réponse non saisie","Qst supprimé de la DB","Oui & compté incohérent","","2019-07-11"
"68","04efaaad-6477-4c77-a524-4c2fdaaf78fe","694","q0_2_date","Réponse non saisie","Qst supprimé de la DB","Oui & compté incohérent","","2019-07-11"
"69","ca925417-a331-4ace-9d46-4bce008713f8","698","q0_2_date","Réponse non saisie","Remplacé par la date du début du qst","Oui & compté incohérent","","2019-07-11"
"70","f3e8a809-96a0-4503-8f33-d594b89ee6cc","713","q0_2_date","Réponse non saisie","Qst supprimé de la DB","Oui & compté incohérent","","2019-07-11"
"71","04a6492d-d82e-49fd-adb2-2996963f6757","714","q0_2_date","Réponse non saisie","Qst supprimé de la DB","Oui & compté incohérent","","2019-07-11"
"72","ed911719-41a4-450d-9fae-06e76eebc114","715","q0_2_date","Réponse non saisie","Qst supprimé de la DB","Oui & compté incohérent","","2019-07-11"
"73","1cabd99e-e1e1-4d46-a150-1b83913cbea5","716","q0_2_date","Réponse non saisie","Qst supprimé de la DB","Oui & compté incohérent","","2019-07-11"
"74","407d2f87-9806-4a69-9382-2806753103d8","717","q0_2_date","Réponse non saisie","Qst supprimé de la DB","Oui & compté incohérent","","2019-07-11"
"75","7b89e3a1-beaa-4bb3-a319-f76efefef25e","718","q0_2_date","Réponse non saisie","Qst supprimé de la DB","Oui & compté incohérent","","2019-07-11"
"76","1f69bc4f-96aa-4cc2-98aa-deb24c9b0aac","719","q0_2_date","Réponse non saisie","Qst supprimé de la DB","Oui & compté incohérent","","2019-07-11"
"77","14b5569b-d428-4aea-be8e-84a9482eaf9c","720","q0_2_date","Réponse non saisie","Qst supprimé de la DB","Oui & compté incohérent","","2019-07-11"
"78","9e6a0fc9-db0e-4664-a061-9bd96ca08434","830","q0_2_date","Réponse non saisie","Remplacé par la date du début du qst","Oui & compté incohérent","","2019-07-09"
"79","e6eba156-d044-45c1-bdb6-452997613a96","938","q0_2_date","Réponse non saisie","Remplacé par la date du début du qst","Oui & compté incohérent","","2019-07-09"
"80","cd0c7fca-ca01-4cc9-96ee-881578c00544","991","q0_2_date","Réponse non saisie","Remplacé par la date du début du qst","Oui & compté incohérent","","2019-07-09"
"81","a250b23b-3e6e-404f-80e9-9fbee5a5cfa8","992","q0_2_date","Réponse non saisie","Remplacé par la date du début du qst","Oui & compté incohérent","","2019-07-09"
"82","43854865-5335-4953-88bc-82dcd8e7df08","993","q0_2_date","Réponse non saisie","Qst supprimé de la DB","Oui & compté incohérent","","2019-07-10"
"83","4934a7a3-0cd5-4bdd-b8f1-b822fd72f585","994","q0_2_date","Réponse non saisie","Qst supprimé de la DB","Oui & compté incohérent","","2019-07-10"
"84","f176d27c-cab9-46ea-a0da-0c1381c7b4c4","995","q0_2_date","Réponse non saisie","Remplacé par la date du début du qst","Oui & compté incohérent","","2019-07-10"
"85","92d9520e-e5ff-4b24-864e-ebc6bba4ae54","996","q0_2_date","Réponse non saisie","Remplacé par la date du début du qst","Oui & compté incohérent","","2019-07-10"
"86","7fb1bc44-a51b-4e02-b8e5-cd8f4f5c87b8","997","q0_2_date","Réponse non saisie","Remplacé par la date du début du qst","Oui & compté incohérent","","2019-07-10"
"87","e28bab23-5c31-4295-8256-fcded68de818","998","q0_2_date","Réponse non saisie","Qst supprimé de la DB","Oui & compté incohérent","","2019-07-11"
"88","47b3b974-1e3c-4b10-a9e8-17b8c393b6b7","999","q0_2_date","Réponse non saisie","Remplacé par la date du début du qst","Oui & compté incohérent","","2019-07-11"
"89","160e870b-4a31-4e6a-b4fc-19f9372a49f8","1000","q0_2_date","Réponse non saisie","Remplacé par la date du début du qst","Oui & compté incohérent","","2019-07-11"
"90","d705364c-b403-4050-beae-9b62b5e13f2e","1001","q0_2_date","Réponse non saisie","Remplacé par la date du début du qst","Oui & compté incohérent","","2019-07-11"
"91","4d47c197-b551-4cd5-8f6c-6542fa9238a7","1002","q0_2_date","Réponse non saisie","Remplacé par la date du début du qst","Oui & compté incohérent","","2019-07-12"
"92","22277fab-ff93-4937-84a4-d23c326b929d","1003","q0_2_date","Réponse non saisie","Remplacé par la date du début du qst","Oui & compté incohérent","","2019-07-12"
"93","dacaf6c6-8766-4a1a-886f-a89dcc31b865","1004","q0_2_date","Réponse non saisie","Qst supprimé de la DB","Oui & compté incohérent","","2019-07-12"
"94","ea4aa0c0-c90a-4b81-914b-a65b2ef0f342","1005","q0_2_date","Réponse non saisie","Remplacé par la date du début du qst","Oui & compté incohérent","","2019-07-12"
"95","d212515e-71b8-4564-9fb8-76d08f362184","1006","q0_2_date","Réponse non saisie","Remplacé par la date du début du qst","Oui & compté incohérent","","2019-07-12"
"96","a36448ef-ddb2-426b-a574-8dbecfbae80d","1048","q0_2_date","Réponse non saisie","Remplacé par la date du début du qst","Oui & compté incohérent","","2019-07-11"
"97","865ecdde-196f-4d7e-ab37-b9f29121b9f7","1174","q0_2_date","Réponse non saisie","Remplacé par la date du début du qst","Oui & compté incohérent","","2019-07-13"
"98","bca52f81-e579-4c40-bd4d-8218cb7a9e67","1195","q0_2_date","Réponse non saisie","Remplacé par la date du début du qst","Oui & compté incohérent","","2019-07-12"
"99","80d988cd-810c-4b4c-aa6e-0d12c7cda22b","1218","q0_2_date","Réponse non saisie","Remplacé par la date du début du qst","Oui & compté incohérent","","2019-07-13"
"100","2a803718-41b4-4096-a07d-677504ae92aa","1220","q0_2_date","Réponse non saisie","Remplacé par la date du début du qst","Oui & compté incohérent","","2019-07-13"
"101","35a31d3c-f14f-4b28-a488-3a75d5b49c83","1255","q0_2_date","Réponse non saisie","Remplacé par la date du début du qst","Oui & compté incohérent","","2019-07-12"
"102","57c32cc8-2406-4621-b2d5-361ddc3cc637","1259","q0_2_date","Réponse non saisie","Remplacé par la date du début du qst","Oui & compté incohérent","","2019-07-13"
"103","3181d2a6-f700-4444-abf8-46c358b1d836","1261","q0_2_date","Réponse non saisie","Remplacé par la date du début du qst","Oui & compté incohérent","","2019-07-13"
"104","ebeac3aa-cea8-4f77-b22d-5d64bbd5d059","1262","q0_2_date","Réponse non saisie","Remplacé par la date du début du qst","Oui & compté incohérent","","2019-07-13"
"105","e3f06169-bc95-459a-83de-fb9273a6be64","1400","q0_2_date","Réponse non saisie","Qst supprimé de la DB","Oui & compté incohérent","","2019-07-15"
"106","6d702b46-0304-44c9-a2a5-82ef2341e32f","1402","q0_2_date","Réponse non saisie","Qst supprimé de la DB","Oui & compté incohérent","","2019-07-15"
"107","7a870ffc-5f65-4f8a-b2d4-e08b6e098f99","1406","q0_2_date","Réponse non saisie","Qst supprimé de la DB","Oui & compté incohérent","","2019-07-15"
"108","de4f49e8-02f6-4bcb-a1bd-a3030570fd7d","1408","q0_2_date","Réponse non saisie","Qst supprimé de la DB","Oui & compté incohérent","","2019-07-15"
"109","c76cc01c-d6e9-467c-a3df-7c91c7534cad","1409","q0_2_date","Réponse non saisie","Qst supprimé de la DB","Oui & compté incohérent","","2019-07-15"
"110","7133968a-547d-4a99-8d78-56cfa2a14bbc","1413","q0_2_date","Réponse non saisie","Qst supprimé de la DB","Oui & compté incohérent","","2019-07-15"
"111","fbab2bf2-a1bf-4f9f-a89d-642a904ef668","1422","q0_2_date","Réponse non saisie","Qst supprimé de la DB","Oui & compté incohérent","","2019-07-15"
"112","873e4bbd-afc0-444f-b81c-653cee12760d","1423","q0_2_date","Réponse non saisie","Qst supprimé de la DB","Oui & compté incohérent","","2019-07-15"
"113","56914065-974c-48b2-9382-67843d6a01e8","1424","q0_2_date","Réponse non saisie","Remplacé par la date du début du qst","Oui & compté incohérent","","2019-07-15"
"114","34d28965-5118-4817-89de-28c54c703989","1437","q0_2_date","Réponse non saisie","Remplacé par la date du début du qst","Oui & compté incohérent","","2019-07-12"
"115","8fb7cbbb-859d-4a38-99a0-5b5a012cfb7b","1438","q0_2_date","Réponse non saisie","Remplacé par la date du début du qst","Oui & compté incohérent","","2019-07-12"
"116","58a92b75-7641-4540-81ee-048d1bd3ea82","1439","q0_2_date","Réponse non saisie","Remplacé par la date du début du qst","Oui & compté incohérent","","2019-07-12"
"117","cc457f7c-6f8c-4cb7-a8af-c9ef67db1d23","1469","q0_2_date","Réponse non saisie","Remplacé par la date du début du qst","Oui & compté incohérent","","2019-07-13"
"118","a759480d-190d-46e6-b410-85a0a3072849","1470","q0_2_date","Réponse non saisie","Remplacé par la date du début du qst","Oui & compté incohérent","","2019-07-13"
"119","4fd0bb0a-08c1-469e-ae5a-48e6616a9535","1471","q0_2_date","Réponse non saisie","Remplacé par la date du début du qst","Oui & compté incohérent","","2019-07-13"
"120","bfd711ca-93cc-4fc9-8457-de8b6537a94d","1474","q0_2_date","Réponse non saisie","Remplacé par la date du début du qst","Oui & compté incohérent","","2019-07-12"
"121","67ef2aa1-ecac-4247-81c3-1cafbb7e5f9f","1475","q0_2_date","Réponse non saisie","Remplacé par la date du début du qst","Oui & compté incohérent","","2019-07-12"
"122","3a5bceec-0571-4699-a202-fd776b1976b7","1479","q0_2_date","Réponse non saisie","Remplacé par la date du début du qst","Oui & compté incohérent","","2019-07-13"
"123","e4168f9f-f21c-44bd-9c7e-515fc35c4e42","1480","q0_2_date","Réponse non saisie","Remplacé par la date du début du qst","Oui & compté incohérent","","2019-07-13"
"124","2bcae2d6-c2f5-4be2-82cb-95e9d2e8a06e","1481","q0_2_date","Réponse non saisie","Remplacé par la date du début du qst","Oui & compté incohérent","","2019-07-13"
"125","8f8f7e3e-2fb6-457c-a405-6683d8d8480f","1483","q0_2_date","Réponse non saisie","Remplacé par la date du début du qst","Oui & compté incohérent","","2019-07-13"
"126","f5ea8f4e-83ce-4787-bfb4-7f164cb69e22","1535","q0_2_date","Réponse non saisie","Remplacé par la date du début du qst","Oui & compté incohérent","","2019-07-16"
"127","6348ceb0-d6a2-477f-9b8b-0dc1fdf7b0e0","1583","q0_2_date","Réponse non saisie","Qst supprimé de la DB","Oui & compté incohérent","","2019-07-16"
"128","9a1eae30-06a3-43e6-b2bc-9792e7af80aa","1584","q0_2_date","Réponse non saisie","Qst supprimé de la DB","Oui & compté incohérent","","2019-07-16"
"129","3580b5d9-17b0-425f-b69f-2143ec164c9a","1585","q0_2_date","Réponse non saisie","Qst supprimé de la DB","Oui & compté incohérent","","2019-07-16"
"130","b523c4eb-6739-4086-b084-ed45e0e90649","1586","q0_2_date","Réponse non saisie","Qst supprimé de la DB","Oui & compté incohérent","","2019-07-16"
"131","5a6890dc-f5b5-4003-9c10-e5bdfea70f72","1587","q0_2_date","Réponse non saisie","Qst supprimé de la DB","Oui & compté incohérent","","2019-07-16"
"132","fb03387a-801e-4315-b2e7-8fe11bfda21d","1588","q0_2_date","Réponse non saisie","Qst supprimé de la DB","Oui & compté incohérent","","2019-07-16"
"133","fbbb95f3-996c-4327-967c-fda1405fad8e","1589","q0_2_date","Réponse non saisie","Qst supprimé de la DB","Oui & compté incohérent","","2019-07-16"
"134","ed8529d6-7c3f-4016-94cc-3ffcbfebe19f","1598","q0_2_date","Réponse non saisie","Qst supprimé de la DB","Oui & compté incohérent","","2019-07-16"
"135","225b7c0a-6669-4f6b-8ab2-df4ae229e2b1","1599","q0_2_date","Réponse non saisie","Remplacé par la date du début du qst","Oui & compté incohérent","","2019-07-16"
"136","8a6c52d7-1e22-4373-a868-3c4dd380266c","1601","q0_2_date","Réponse non saisie","Qst supprimé de la DB","Oui & compté incohérent","","2019-07-16"
"137","33a0fdcb-6c8d-4d2e-83fe-de8bef66f518","1602","q0_2_date","Réponse non saisie","Qst supprimé de la DB","Oui & compté incohérent","","2019-07-16"
"138","bfb0665d-ef9b-48fc-823f-0b87c7e14033","1603","q0_2_date","Réponse non saisie","Remplacé par la date du début du qst","Oui & compté incohérent","","2019-07-16"
"139","59727119-af11-4cbe-b362-990abb200efe","1616","q0_2_date","Réponse non saisie","Qst supprimé de la DB","Oui & compté incohérent","","2019-07-17"
"140","6a155a73-f446-4665-aec7-c448cade971e","1623","q0_2_date","Réponse non saisie","Qst supprimé de la DB","Oui & compté incohérent","","2019-07-17"
"141","88d9ac7c-d266-4bf3-b1e7-27208dce28b8","1632","q0_2_date","Réponse non saisie","Qst supprimé de la DB","Oui & compté incohérent","","2019-07-17"
"142","6042da45-34b2-46e0-9989-91c1941238eb","1637","q0_2_date","Réponse non saisie","Qst supprimé de la DB","Oui & compté incohérent","","2019-07-17"
"143","3c7383ac-8421-4b3b-bee5-5484633b4fcc","1638","q0_2_date","Réponse non saisie","Qst supprimé de la DB","Oui & compté incohérent","","2019-07-17"
"144","be155f58-4b9b-4ee3-9288-0f782eda1285","1639","q0_2_date","Réponse non saisie","Qst supprimé de la DB","Oui & compté incohérent","","2019-07-17"
"145","a30fdfd2-b346-4569-998a-3a8263ab4aad","1652","q0_2_date","Réponse non saisie","Remplacé par la date du début du qst","Oui & compté incohérent","","2019-07-17"
"146","328c95a0-0fe8-4182-bf80-cd99382375e5","1656","q0_2_date","Réponse non saisie","Remplacé par la date du début du qst","Oui & compté incohérent","","2019-07-17"
"147","7fe45cdd-5940-45dd-8094-46dfc9605e36","1661","q0_2_date","Réponse non saisie","Remplacé par la date du début du qst","Oui & compté incohérent","","2019-07-17"
"148","f8a41c3c-6546-493d-bae2-fc3afd187a7d","1662","q0_2_date","Réponse non saisie","Remplacé par la date du début du qst","Oui & compté incohérent","","2019-07-17"
"149","c7a7a77c-40ff-4902-bf99-f9864e2bf8cd","1670","q0_2_date","Réponse non saisie","Remplacé par la date du début du qst","Oui & compté incohérent","","2019-07-17"
"150","24cfd04c-595f-4e51-b8ae-d8e77f2daa7a","1679","q0_2_date","Réponse non saisie","Remplacé par la date du début du qst","Oui & compté incohérent","","2019-07-17"
"151","ae246f77-0a7e-4011-a1f5-5c7dfcb735b0","1684","q0_2_date","Réponse non saisie","Qst supprimé de la DB","Oui & compté incohérent","","2019-07-18"
"152","df5432ab-14ce-423a-873f-568bcab65a09","1686","q0_2_date","Réponse non saisie","Qst supprimé de la DB","Oui & compté incohérent","","2019-07-18"
"153","a6df274f-5e19-4639-91e1-124ea1bf0f3c","1687","q0_2_date","Réponse non saisie","Qst supprimé de la DB","Oui & compté incohérent","","2019-07-18"
"154","eb736fcd-1d8d-4364-b175-411f0032dbf1","1693","q0_2_date","Réponse non saisie","Qst supprimé de la DB","Oui & compté incohérent","","2019-07-18"
"155","c11b7917-d08a-4c66-9651-5dc642a22ea0","1707","q0_2_date","Réponse non saisie","Qst supprimé de la DB","Oui & compté incohérent","","2019-07-18"
"156","d71f1e9a-8607-4d6f-a5b5-db8989066ad0","1709","q0_2_date","Réponse non saisie","Qst supprimé de la DB","Oui & compté incohérent","","2019-07-18"
"157","2a107ba7-a535-4d52-a857-99021a13364d","1710","q0_2_date","Réponse non saisie","Qst supprimé de la DB","Oui & compté incohérent","","2019-07-18"
"158","eb6db586-a677-42e5-8749-e0e1a3e9422f","1711","q0_2_date","Réponse non saisie","Qst supprimé de la DB","Oui & compté incohérent","","2019-07-18"
"159","d116c235-8da4-4a65-a702-83927f7375ee","1712","q0_2_date","Réponse non saisie","Qst supprimé de la DB","Oui & compté incohérent","","2019-07-18"
"160","b505487e-9a0a-479a-801d-a90cac2f0027","1713","q0_2_date","Réponse non saisie","Remplacé par la date du début du qst","Oui & compté incohérent","","2019-07-18"
"161","473416b0-7e7a-425f-9cd4-52719a5a020e","1715","q0_2_date","Réponse non saisie","Qst supprimé de la DB","Oui & compté incohérent","","2019-07-18"
"162","14d0f8e6-2b12-4a74-bbc9-a769beea6e25","1716","q0_2_date","Réponse non saisie","Qst supprimé de la DB","Oui & compté incohérent","","2019-07-18"
"163","1839d3c5-c4c8-4a2a-9cd5-b93981a4972e","1717","q0_2_date","Réponse non saisie","Remplacé par la date du début du qst","Oui & compté incohérent","","2019-07-18"
"164","ee543fe1-38a5-4aca-a064-0f25c297ec59","1752","q0_2_date","Réponse non saisie","Remplacé par la date du début du qst","Oui & compté incohérent","","2019-07-18"
"165","157fc0ce-69cd-4f51-a4d4-433f344136cb","1893","q0_2_date","Réponse non saisie","Qst supprimé de la DB","Oui & compté incohérent","","2019-07-15"
"166","3b2cd35d-f1f2-459c-b4b6-dcf6f3865f0f","1896","q0_2_date","Réponse non saisie","Remplacé par la date du début du qst","Oui & compté incohérent","","2019-07-15"
"167","42b503bb-a666-4715-ade8-4740964413df","1900","q0_2_date","Réponse non saisie","Remplacé par la date du début du qst","Oui & compté incohérent","","2019-07-15"
"168","b1f72355-59b4-421e-b671-b34559e8dbaf","1903","q0_2_date","Réponse non saisie","Qst supprimé de la DB","Oui & compté incohérent","","2019-07-16"
"169","862a2dc0-b476-4a32-a256-a7457329b881","1906","q0_2_date","Réponse non saisie","Remplacé par la date du début du qst","Oui & compté incohérent","","2019-07-16"
"170","09f42821-d813-40fd-9d0a-2d689afd051c","1909","q0_2_date","Réponse non saisie","Remplacé par la date du début du qst","Oui & compté incohérent","","2019-07-16"
"171","1bc96489-81f9-428a-ba35-089331a651fa","1912","q0_2_date","Réponse non saisie","Remplacé par la date du début du qst","Oui & compté incohérent","","2019-07-17"
"172","a04ccd7e-6343-4e8a-bc34-15e3d9dd89de","1914","q0_2_date","Réponse non saisie","Remplacé par la date du début du qst","Oui & compté incohérent","","2019-07-18"
"173","9b63efbe-83a6-408b-a612-257f9b55c36e","1917","q0_2_date","Réponse non saisie","Remplacé par la date du début du qst","Oui & compté incohérent","","2019-07-18"
"174","90d9c597-68c5-4265-9dea-8b6f27dcb5cf","1920","q0_2_date","Réponse non saisie","Remplacé par la date du début du qst","Oui & compté incohérent","","2019-07-18"
"175","7fa1d59f-4479-4274-b65d-6d2b77b495a3","1922","q0_2_date","Réponse non saisie","Remplacé par la date du début du qst","Oui & compté incohérent","","2019-07-19"
